,chargerId,gpsLat,gpsLong,type,physicalPosition,session.position,carChargeParameter.maxPower,numberStacks,average_current_all_months,polygon,number_charging_station,population_density,amenity_school_count,amenity_university_count,amenity_restaurant_count,amenity_place_of_worship_count,amenity_community_centre_count,amenity_townhall_count,amenity_parking_count,amenity_library_count,leisure_park_count,leisure_cinema_count,building_commercial_count,building_government_count,building_civic_count,building_retail_count,land_use,oneway,lanes,highway,maxspeed,node_count,edge_count
60,10288.0,45.76237,8.81087,CCS2_400,1.0,1,0.0,4.0,334.7857142857143,"POLYGON ((8.807650873414994 45.7601090706676, 8.807650873414994 45.76463092933239, 8.814089126585005 45.76463092933239, 8.814089126585005 45.7601090706676, 8.807650873414994 45.7601090706676))",2,1.5735238190954774,0,0,0,0,0,0,4,0,0,0,2,0,0,2,residential,yes,2,service,50.0,2,2
61,10538.0,41.25078,16.21886,CCS2_400,4.0,2,111700.0,4.0,510.3489583333333,"POLYGON ((16.215872921200084 41.248519070667605, 16.215872921200084 41.25304092933239, 16.221847078799914 41.25304092933239, 16.221847078799914 41.248519070667605, 16.215872921200084 41.248519070667605))",2,0.07148214814814814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,yes,2,service,130.0,0,0
62,10539.0,41.918249,15.180058,CCS2_400,4.0,2,0.0,4.0,457.54790209790207,"POLYGON ((15.177039882061466 41.91598807066761, 15.177039882061466 41.9205099293324, 15.183076117938535 41.9205099293324, 15.183076117938535 41.91598807066761, 15.177039882061466 41.91598807066761))",1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,,2,track,,0,0
63,10540.0,41.90890271028204,15.168512077047428,CCS2_400,4.0,2,326000.0,4.0,559.2674783549783,"POLYGON ((15.165494401026047 41.90664178094965, 15.165494401026047 41.911163639614436, 15.171529753068809 41.911163639614436, 15.171529753068809 41.90664178094965, 15.165494401026047 41.90664178094965))",2,0.060718877551020345,0,0,0,0,0,0,11,0,0,0,2,0,0,0,Other,yes,2,service,130.0,0,0
64,10541.0,41.25181,16.2201,CCS2_400,1.0,1,0.0,4.0,431.08289473684215,"POLYGON ((16.217112874105343 41.249549070667605, 16.217112874105343 41.25407092933239, 16.223087125894654 41.25407092933239, 16.223087125894654 41.249549070667605, 16.217112874105343 41.249549070667605))",2,0.06756688461538461,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,yes,2,service,130.0,0,0
65,10542.0,41.926337,15.131712,CCS2_400,4.0,2,326000.0,4.0,506.5370495495496,"POLYGON ((15.128693499470241 41.9240760706676, 15.128693499470241 41.92859792933239, 15.13473050052976 41.92859792933239, 15.13473050052976 41.9240760706676, 15.128693499470241 41.9240760706676))",1,0.112964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,2,emergency_bay,,0,0
66,10543.0,41.90990674284409,15.168792010891588,CCS2_400,1.0,1,0.0,4.0,445.325,"POLYGON ((15.165774287406961 41.9076458135117, 15.165774287406961 41.91216767217649, 15.171809734376215 41.91216767217649, 15.171809734376215 41.9076458135117, 15.165774287406961 41.9076458135117))",2,0.09866524999999994,0,0,0,0,0,0,11,0,0,0,2,0,0,0,Other,yes,2,service,130.0,0,0
67,10544.0,40.92668,14.78317,CCS2_400,1.0,1,214000.0,4.0,509.55384615384617,"POLYGON ((14.780197619108975 40.924419070667604, 14.780197619108975 40.92894092933239, 14.786142380891025 40.92894092933239, 14.786142380891025 40.924419070667604, 14.780197619108975 40.924419070667604))",2,4.061781720588235,0,0,3,0,0,0,4,0,0,0,3,0,0,1,Other,yes,2,service,80.0,4,6
68,10545.0,45.461887776561866,9.2763829988045,CCS2_400,4.0,2,38750.0,4.0,553.1076086956521,"POLYGON ((9.273181073222398 45.45962684722947, 9.273181073222398 45.46414870589426, 9.279584924386603 45.46414870589426, 9.279584924386603 45.45962684722947, 9.273181073222398 45.45962684722947))",1,0.0006198153153153153,0,0,0,0,0,0,12,0,0,0,0,0,0,0,other,yes,2,service,41.76470588235294,20,33
69,10546.0,40.92666,14.78311,CCS2_400,1.0,1,0.0,4.0,470.12782738095234,"POLYGON ((14.780137620008581 40.924399070667604, 14.780137620008581 40.92892092933239, 14.78608237999142 40.92892092933239, 14.78608237999142 40.924399070667604, 14.780137620008581 40.924399070667604))",2,3.979191219626168,0,0,3,0,0,0,4,0,0,0,3,0,0,1,Other,yes,2,service,80.0,4,6
70,10547.0,42.531719172262456,14.12450694544286,CCS2_400,1.0,1,230000.0,4.0,460.2095238095238,"POLYGON ((14.121459356704543 42.52945824293006, 14.121459356704543 42.53398010159485, 14.127554534181177 42.53398010159485, 14.127554534181177 42.52945824293006, 14.121459356704543 42.52945824293006))",2,1.8417294590163933,0,0,2,0,0,0,14,0,0,0,2,0,0,0,residential,yes,1,service,50.75,8,14
71,10548.0,42.53174922101295,14.124406425212973,CCS2_400,1.0,1,100000.0,4.0,426.0002976190476,"POLYGON ((14.121358835008447 42.52948829168056, 14.121358835008447 42.534010150345345, 14.127454015417499 42.534010150345345, 14.127454015417499 42.52948829168056, 14.121358835008447 42.52948829168056))",2,1.8417294590163933,0,0,2,0,0,0,14,0,0,0,2,0,0,0,residential,yes,1,service,50.75,6,10
72,10549.0,43.58300139576382,11.522125002221816,CCS2_400,4.0,2,0.0,4.0,461.10543981481476,"POLYGON ((11.519024710917787 43.58074046643143, 11.519024710917787 43.58526232509622, 11.525225293525846 43.58526232509622, 11.525225293525846 43.58074046643143, 11.519024710917787 43.58074046643143))",1,0.17378941025641023,0,0,0,0,0,0,7,0,0,0,0,0,0,0,Other,yes,2,service,76.0,0,0
73,10550.0,41.25181,16.22019,CCS2_400,1.0,1,0.0,4.0,438.37874999999997,"POLYGON ((16.217202874105343 41.249549070667605, 16.217202874105343 41.25407092933239, 16.223177125894654 41.25407092933239, 16.223177125894654 41.249549070667605, 16.217202874105343 41.249549070667605))",2,0.06756688461538461,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,yes,2,service,130.0,0,0
74,10551.0,41.25075,16.21894,CCS2_400,1.0,1,326000.0,4.0,487.80809523809523,"POLYGON ((16.21595292257174 41.2484890706676, 16.21595292257174 41.25301092933239, 16.22192707742826 41.25301092933239, 16.22192707742826 41.2484890706676, 16.21595292257174 41.2484890706676))",2,0.07148214814814814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,yes,2,service,130.0,0,0
75,10582.0,43.58292202603713,11.522620177756425,CCS2_400,1.0,1,214000.0,4.0,441.5525,"POLYGON ((11.519519890539764 43.58066109670474, 11.519519890539764 43.585182955369525, 11.525720464973086 43.585182955369525, 11.525720464973086 43.58066109670474, 11.519519890539764 43.58066109670474))",1,0.17380072727272727,0,0,0,0,0,0,7,0,0,0,0,0,0,0,Other,yes,2,service,76.0,0,0
76,10583.0,45.76241,8.81087,CCS2_400,1.0,1,326000.0,4.0,473.2962962962963,"POLYGON ((8.807650871107 45.76014907066761, 8.807650871107 45.7646709293324, 8.814089128892999 45.7646709293324, 8.814089128892999 45.76014907066761, 8.807650871107 45.76014907066761))",2,1.5454677795698926,0,0,0,0,0,0,4,0,0,0,2,0,0,2,residential,yes,2,service,50.0,2,2
77,10584.0,45.76292,8.80962,CCS2_400,1.0,1,0.0,4.0,513.4701357466063,"POLYGON ((8.806400841679658 45.76065907066761, 8.806400841679658 45.765180929332395, 8.812839158320344 45.765180929332395, 8.812839158320344 45.76065907066761, 8.806400841679658 45.76065907066761))",2,1.629453921875,0,0,0,0,0,0,4,0,0,0,3,0,0,2,residential,yes,2,service,50.0,0,0
78,11427.0,44.39338,9.04665,CCS2_400,4.0,2,129000.0,4.0,457.9143527204502,"POLYGON ((9.043507089228683 44.39111907066761, 9.043507089228683 44.395640929332394, 9.049792910771316 44.395640929332394, 9.049792910771316 44.39111907066761, 9.043507089228683 44.39111907066761))",2,0.262763375,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Other,yes,2,path,71.66666666666667,0,0
79,11457.0,45.5322914,10.1514359,CCS2_400,4.0,2,0.0,4.0,410.4929956896552,"POLYGON ((10.14822996859842 45.530030470667604, 10.14822996859842 45.53455232933239, 10.154641831401579 45.53455232933239, 10.154641831401579 45.530030470667604, 10.14822996859842 45.530030470667604))",4,1.3877967922705317,0,0,1,0,0,0,16,0,4,0,1,0,0,2,residential,yes,1,service,130.0,19,30
80,12613.0,45.53250080821757,10.148404368913836,CCS2_400,1.0,1,0.0,4.0,481.111,"POLYGON ((10.14519842557519 45.530239878885176, 10.14519842557519 45.534761737549964, 10.151610312252481 45.534761737549964, 10.151610312252481 45.530239878885176, 10.14519842557519 45.530239878885176))",4,1.9451808936170214,0,0,1,0,2,0,15,0,6,0,1,0,0,1,residential,yes,1,service,130.0,21,45
81,12614.0,44.39339,9.0467,CCS2_400,4.0,2,0.0,4.0,385.20086206896553,"POLYGON ((9.043557088691635 44.3911290706676, 9.043557088691635 44.39565092933239, 9.049842911308364 44.39565092933239, 9.049842911308364 44.3911290706676, 9.043557088691635 44.3911290706676))",2,0.262763375,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Other,yes,2,path,71.66666666666667,0,0
82,12615.0,45.4616799,9.2765061,CCS2_400,1.0,1,250000.0,4.0,533.3057503506311,"POLYGON ((9.273304186223664 45.459418970667606, 9.273304186223664 45.463940829332394, 9.279708013776338 45.463940829332394, 9.279708013776338 45.459418970667606, 9.273304186223664 45.459418970667606))",1,0.0006679563106796116,0,0,0,0,0,0,12,0,0,0,0,0,0,0,other,yes,2,service,41.76470588235294,20,33
83,12616.0,45.4616799,9.2765061,CCS2_400,4.0,2,214000.0,4.0,498.6264255319149,"POLYGON ((9.273304186223664 45.459418970667606, 9.273304186223664 45.463940829332394, 9.279708013776338 45.463940829332394, 9.279708013776338 45.459418970667606, 9.273304186223664 45.459418970667606))",1,0.0006679563106796116,0,0,0,0,0,0,12,0,0,0,0,0,0,0,other,yes,2,service,41.76470588235294,20,33
84,12617.0,45.53245626526257,10.148463121581308,CCS2_400,4.0,2,0.0,4.0,472.18903840762545,"POLYGON ((10.145257180781792 45.53019533593017, 10.145257180781792 45.53471719459496, 10.151669062380824 45.53471719459496, 10.151669062380824 45.53019533593017, 10.145257180781792 45.53019533593017))",4,1.9451808936170214,0,0,1,0,2,0,15,0,5,0,1,0,0,1,residential,yes,1,service,130.0,20,43
85,12618.0,45.53256573064744,10.151177887472564,CCS2_400,1.0,1,0.0,4.0,433.01540162122325,"POLYGON ((10.147971940433067 45.53030480131505, 10.147971940433067 45.534826659979835, 10.15438383451206 45.534826659979835, 10.15438383451206 45.53030480131505, 10.147971940433067 45.53030480131505))",4,1.2032251060606063,0,0,1,0,0,0,15,0,3,0,1,0,0,2,residential,yes,1,service,130.0,19,30
86,12619.0,44.4277929435558,11.59927773004565,CCS2_400,4.0,2,0.0,4.0,442.715466709143,"POLYGON ((11.59613296948166 44.42553201422341, 11.59613296948166 44.430053872888195, 11.602422490609639 44.430053872888195, 11.602422490609639 44.42553201422341, 11.59613296948166 44.42553201422341))",2,0.02027565934065934,0,0,3,0,0,0,21,0,0,0,2,0,0,0,commercial,yes,3,service,46.829268292682926,0,0
87,13416.0,41.064709,15.314145,CCS2_400,4.0,2,100000.0,4.0,524.4348484848485,"POLYGON ((15.31116638887391 41.06244807066761, 15.31116638887391 41.066969929332394, 15.31712361112609 41.066969929332394, 15.31712361112609 41.06244807066761, 15.31116638887391 41.06244807066761))",1,0.080436,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,service,80.0,0,0
88,13417.0,41.06467591621623,15.314206038647178,CCS2_400,4.0,2,230000.0,4.0,470.0,"POLYGON ((15.311227429019597 41.06241498688384, 15.311227429019597 41.066936845548625, 15.31718464827476 41.066936845548625, 15.31718464827476 41.06241498688384, 15.311227429019597 41.06241498688384))",1,0.080436,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,service,80.0,0,0
89,13418.0,43.07510245885713,13.842822845673412,CCS2_400,4.0,2,0.0,4.0,446.65385714285713,"POLYGON ((13.839748371174768 43.07284152952474, 13.839748371174768 43.077363388189525, 13.845897320172057 43.077363388189525, 13.845897320172057 43.07284152952474, 13.839748371174768 43.07284152952474))",1,0.5164504269662921,0,0,3,0,0,0,11,0,0,0,0,0,0,0,Other,yes,1,service,46.0,2,2
90,13419.0,41.066562,15.3155346,CCS2_400,1.0,1,326000.0,4.0,446.9819444444445,"POLYGON ((15.31255590493943 41.064301070667604, 15.31255590493943 41.06882292933239, 15.31851329506057 41.06882292933239, 15.31851329506057 41.064301070667604, 15.31255590493943 41.064301070667604))",1,0.080436,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,service,80.0,0,0
91,13420.0,45.676823,12.172375,CCS2_400,4.0,2,0.0,4.0,466.62142857142857,"POLYGON ((12.169160798321498 45.674562070667605, 12.169160798321498 45.67908392933239, 12.175589201678504 45.67908392933239, 12.175589201678504 45.674562070667605, 12.169160798321498 45.674562070667605))",1,2.4404846403940885,0,0,0,0,0,0,1,0,0,0,0,0,0,0,residential,no,2,residential,30.0,7,12
92,13421.0,41.06670928675303,15.315971667173134,CCS2_400,4.0,2,207000.0,4.0,442.89510489510485,"POLYGON ((15.312992965440648 41.06444835742064, 15.312992965440648 41.068970216085425, 15.31895036890562 41.068970216085425, 15.31895036890562 41.06444835742064, 15.312992965440648 41.06444835742064))",1,0.080436,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,service,80.0,0,0
93,13422.0,43.071302,13.844789,CCS2_400,1.0,1,0.0,4.0,502.22094017094014,"POLYGON ((13.841714716152334 43.06904107066761, 13.841714716152334 43.0735629293324, 13.847863283847667 43.0735629293324, 13.847863283847667 43.06904107066761, 13.841714716152334 43.06904107066761))",1,0.5823558604651162,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,service,101.66666666666667,0,0
94,13423.0,44.428383,11.599576,CCS2_400,1.0,1,214000.0,4.0,468.2305039787798,"POLYGON ((11.596431207689932 44.4261220706676, 11.596431207689932 44.43064392933239, 11.60272079231007 44.43064392933239, 11.60272079231007 44.4261220706676, 11.596431207689932 44.4261220706676))",2,0.019196168141592918,0,0,3,0,0,0,22,0,0,0,2,0,0,0,commercial,yes,3,service,46.666666666666664,0,0
95,13424.0,44.428896,11.6002905,CCS2_400,1.0,1,326000.0,4.0,453.9669534050179,"POLYGON ((11.597145680088833 44.42663507066761, 11.597145680088833 44.431156929332396, 11.603435319911167 44.431156929332396, 11.603435319911167 44.42663507066761, 11.597145680088833 44.42663507066761))",2,0.018028803921568626,0,0,3,0,0,0,20,0,0,0,2,0,0,0,commercial,yes,3,service,46.666666666666664,2,2
96,13426.0,43.084033,13.844127,CCS2_400,1.0,1,214000.0,4.0,474.3883333333333,"POLYGON ((13.84105207735217 43.081772070667604, 13.84105207735217 43.08629392933239, 13.84720192264783 43.08629392933239, 13.84720192264783 43.081772070667604, 13.84105207735217 43.081772070667604))",1,0.562481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,secondary,130.0,6,10
97,13441.0,44.96296017659537,9.906183880356323,CCS2_400,1.0,1,0.0,4.0,431.4365769835035,"POLYGON ((9.903009921934666 44.96069924726297, 9.903009921934666 44.96522110592776, 9.90935783877798 44.96522110592776, 9.90935783877798 44.96069924726297, 9.903009921934666 44.96069924726297))",2,0.2413352783505154,0,0,2,0,0,0,2,0,0,0,0,0,0,1,Other,yes,1,service,73.75,0,0
98,13442.0,41.8914925,12.7594371,CCS2_400,1.0,1,0.0,4.0,428.65497737556564,"POLYGON ((12.756420246620172 41.889231570667604, 12.756420246620172 41.89375342933239, 12.762453953379827 41.89375342933239, 12.762453953379827 41.889231570667604, 12.756420246620172 41.889231570667604))",1,0.3630319999999999,0,0,0,0,0,0,29,0,0,0,0,0,0,0,Other,yes,3,service,130.0,0,0
99,13443.0,44.393273,9.046552,CCS2_400,4.0,2,0.0,4.0,461.4533068783069,"POLYGON ((9.043409094975074 44.39101207066761, 9.043409094975074 44.395533929332395, 9.049694905024927 44.395533929332395, 9.049694905024927 44.39101207066761, 9.043409094975074 44.39101207066761))",2,0.26286056,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Other,yes,2,path,71.66666666666667,0,0
100,13444.0,44.39232885796939,9.045140638956768,CCS2_400,4.0,2,230000.0,4.0,448.06571920757966,"POLYGON ((9.041997784635207 44.390067928636995, 9.041997784635207 44.39458978730178, 9.04828349327833 44.39458978730178, 9.04828349327833 44.390067928636995, 9.041997784635207 44.390067928636995))",2,0.265193,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Other,yes,2,path,71.66666666666667,0,0
101,13445.0,41.88976488263891,12.758369210890834,CCS2_400,1.0,1,150000.0,4.0,440.1159090909091,"POLYGON ((12.75535243910218 41.88750395330651, 12.75535243910218 41.8920258119713, 12.761385982679487 41.8920258119713, 12.761385982679487 41.88750395330651, 12.75535243910218 41.88750395330651))",1,0.36303199999999985,0,0,0,0,0,0,40,0,0,0,0,0,0,0,Other,yes,3,service,130.0,0,0
102,13446.0,45.14231059784972,9.632817601064309,CCS2_400,1.0,1,0.0,4.0,393.38619047619045,"POLYGON ((9.629633673431217 45.14004966851733, 9.629633673431217 45.144571527182116, 9.6360015286974 45.144571527182116, 9.6360015286974 45.14004966851733, 9.629633673431217 45.14004966851733))",1,1.937230836734694,0,0,2,0,0,0,9,0,0,0,5,0,0,0,residential,yes,3,service,130.0,2,1
103,13447.0,41.9025,12.752471,CCS2_400,1.0,1,0.0,4.0,469.8625,"POLYGON ((12.749453626594576 41.90023907066761, 12.749453626594576 41.9047609293324, 12.755488373405424 41.9047609293324, 12.755488373405424 41.90023907066761, 12.749453626594576 41.90023907066761))",1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,yes,3,motorway,130.0,0,0
104,13448.0,41.89188154748638,12.758657253033844,CCS2_400,1.0,1,0.0,4.0,472.2337837837838,"POLYGON ((12.755640381279262 41.889620618153984, 12.755640381279262 41.89414247681877, 12.761674124788426 41.89414247681877, 12.761674124788426 41.889620618153984, 12.755640381279262 41.889620618153984))",1,0.3630319999999999,0,0,0,0,0,0,21,0,0,0,0,0,0,0,Other,yes,3,service,130.0,0,0
105,16933.0,44.589635,8.664777,CCS2_400,4.0,2,207000.0,4.0,410.73253532182105,"POLYGON ((8.66162349540161 44.58737407066761, 8.66162349540161 44.591895929332395, 8.667930504598392 44.591895929332395, 8.667930504598392 44.58737407066761, 8.66162349540161 44.58737407066761))",1,0.0475639999999999,0,0,1,0,0,0,3,0,0,0,0,0,0,0,other,yes,3,service,63.333333333333336,0,0
106,16934.0,44.116922,12.409015,CCS2_400,1.0,1,0.0,4.0,432.8073591549296,"POLYGON ((12.40588683022263 44.11466107066761, 12.40588683022263 44.119182929332396, 12.41214316977737 44.119182929332396, 12.41214316977737 44.11466107066761, 12.40588683022263 44.11466107066761))",3,0.6059215779816514,0,0,1,0,0,0,7,0,0,0,0,0,0,0,Other,yes,2,service,130.0,3,4
107,16935.0,45.0420310709263,11.709231256806136,CCS2_400,1.0,1,0.0,4.0,439.5368055555556,"POLYGON ((11.706052914763903 45.039770141593905, 11.706052914763903 45.04429200025869, 11.71240959884837 45.04429200025869, 11.71240959884837 45.039770141593905, 11.706052914763903 45.039770141593905))",2,0.0954359999999999,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Other,yes,1,service,130.0,2,1
108,16937.0,43.395714,11.760434,CCS2_400,4.0,2,250000.0,4.0,473.0146153846154,"POLYGON ((11.757343307219552 43.393453070667604, 11.757343307219552 43.39797492933239, 11.763524692780448 43.39797492933239, 11.763524692780448 43.393453070667604, 11.757343307219552 43.393453070667604))",1,0.47653399999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,motorway,130.0,0,0
109,16938.0,43.40804784777996,11.763220279967504,CCS2_400,1.0,1,326000.0,4.0,464.2257142857143,"POLYGON ((11.760128957918022 43.40578691844757, 11.760128957918022 43.410308777112355, 11.766311602016986 43.410308777112355, 11.766311602016986 43.40578691844757, 11.760128957918022 43.40578691844757))",1,0.241855,0,0,1,0,0,0,2,0,0,0,1,0,0,1,residential,yes,2,service,68.57142857142857,0,0
110,16939.0,44.874039,8.833501,CCS2_400,4.0,2,230000.0,4.0,429.2700466200466,"POLYGON ((8.83033194966751 44.87177807066761, 8.83033194966751 44.8762999293324, 8.83667005033249 44.8762999293324, 8.83667005033249 44.87177807066761, 8.83033194966751 44.87177807066761))",1,0.1034536875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,yes,3,track,130.0,0,0
111,16940.0,44.62256010204987,11.419845077178076,CCS2_400,1.0,1,326000.0,4.0,507.2671052631579,"POLYGON ((11.41668978465414 44.62029917271747, 11.41668978465414 44.62482103138226, 11.423000369702011 44.62482103138226, 11.423000369702011 44.62029917271747, 11.41668978465414 44.62029917271747))",1,0.045205999999999906,0,0,0,0,0,0,17,0,0,0,0,0,0,0,commercial,yes,2,service,130.0,3,4
112,16941.0,45.14290767128583,9.634451384519403,CCS2_400,1.0,1,0.0,4.0,425.55184989429176,"POLYGON ((9.631267423541175 45.14064674195344, 9.631267423541175 45.14516860061823, 9.637635345497632 45.14516860061823, 9.637635345497632 45.14064674195344, 9.631267423541175 45.14064674195344))",1,2.1827375266666666,0,0,2,0,0,0,9,0,0,0,5,0,0,0,residential,yes,3,service,130.0,4,3
113,16942.0,44.1169093728499,12.408989135006673,CCS2_400,4.0,2,130000.0,4.0,458.4913020833333,"POLYGON ((12.405860965897777 44.11464844351751, 12.405860965897777 44.1191703021823, 12.412117304115569 44.1191703021823, 12.412117304115569 44.11464844351751, 12.405860965897777 44.11464844351751))",3,0.6059215779816514,0,0,1,0,0,0,7,0,0,0,0,0,0,0,Other,yes,2,service,130.0,3,4
114,16943.0,44.6216434,11.4203974,CCS2_400,1.0,1,214000.0,4.0,460.3833333333333,"POLYGON ((11.417242157297103 44.61938247066761, 11.417242157297103 44.6239043293324, 11.423552642702898 44.6239043293324, 11.423552642702898 44.61938247066761, 11.417242157297103 44.61938247066761))",1,0.0452059999999999,0,0,0,0,0,0,15,0,0,0,0,0,0,0,commercial,yes,2,service,130.0,4,9
115,16944.0,44.6763717,8.6581214,CCS2_400,1.0,1,0.0,4.0,413.9976960784314,"POLYGON ((8.654963178739644 44.6741107706676, 8.654963178739644 44.67863262933239, 8.661279621260357 44.67863262933239, 8.661279621260357 44.6741107706676, 8.654963178739644 44.6741107706676))",1,0.6775130862068965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,yes,3,unclassified,130.0,2,2
116,16945.0,41.105972,16.692888,CCS2_400,1.0,1,326000.0,4.0,547.3809523809523,"POLYGON ((16.68990751794363 41.10371107066761, 16.68990751794363 41.108232929332395, 16.69586848205637 41.108232929332395, 16.69586848205637 41.10371107066761, 16.68990751794363 41.10371107066761))",1,10.867543308510639,1,0,9,8,0,0,3,1,0,0,0,0,0,0,residential,yes,2,residential,50.0,57,91
117,16946.0,44.59141,8.665706,CCS2_400,4.0,2,0.0,4.0,466.01052631578943,"POLYGON ((8.66255239909235 44.58914907066761, 8.66255239909235 44.5936709293324, 8.66885960090765 44.5936709293324, 8.66885960090765 44.58914907066761, 8.66255239909235 44.58914907066761))",1,0.0475639999999999,0,0,2,0,0,0,6,0,0,0,0,0,0,0,other,yes,2,service,51.666666666666664,0,0
118,16948.0,45.613064,8.720427,CCS2_400,4.0,2,150000.0,4.0,506.81666666666666,"POLYGON ((8.717216454462687 45.61080307066761, 8.717216454462687 45.615324929332395, 8.723637545537315 45.615324929332395, 8.723637545537315 45.61080307066761, 8.717216454462687 45.61080307066761))",1,0.0002666857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,no,2,service,,0,0
119,16949.0,45.14232079789667,9.632879063429876,CCS2_400,4.0,2,129000.0,4.0,456.6641071428571,"POLYGON ((9.629695135227143 45.14005986856428, 9.629695135227143 45.14458172722907, 9.636062991632608 45.14458172722907, 9.636062991632608 45.14005986856428, 9.629695135227143 45.14005986856428))",1,1.937230836734694,0,0,2,0,0,0,9,0,0,0,5,0,0,0,residential,yes,3,service,130.0,2,1
120,16950.0,44.609688,8.661311,CCS2_400,4.0,2,250000.0,4.0,444.4756237006237,"POLYGON ((8.658156406832711 44.607427070667605, 8.658156406832711 44.61194892933239, 8.664465593167288 44.61194892933239, 8.664465593167288 44.607427070667605, 8.658156406832711 44.607427070667605))",1,0.337939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,yes,3,motorway,110.0,0,0
121,16951.0,44.453754,11.280675,CCS2_400,4.0,2,326000.0,4.0,425.4013171225937,"POLYGON ((11.277528841763077 44.45149307066761, 11.277528841763077 44.4560149293324, 11.283821158236924 44.4560149293324, 11.283821158236924 44.45149307066761, 11.277528841763077 44.45149307066761))",1,3.8331812340425535,0,0,2,1,0,0,18,0,1,0,0,0,0,0,Other,yes,3,service,74.61538461538461,0,0
122,16952.0,44.366226196289,9.1481781005859,CCS2_400,1.0,1,326000.0,4.0,468.17261904761904,"POLYGON ((9.145036647073258 44.363965266956605, 9.145036647073258 44.36848712562139, 9.151319554098542 44.36848712562139, 9.151319554098542 44.363965266956605, 9.145036647073258 44.363965266956605))",1,6.639204060240964,1,0,2,2,0,0,1,0,1,0,0,0,0,1,residential,yes,2,crossing,36.0,36,73
123,17422.0,41.8498347,12.7328198,CCS2_400,4.0,2,0.0,4.0,480.36157635467976,"POLYGON ((12.729804912024413 41.84757377066761, 12.729804912024413 41.852095629332396, 12.735834687975586 41.852095629332396, 12.735834687975586 41.84757377066761, 12.729804912024413 41.84757377066761))",1,3.5341796315789478,0,0,1,1,0,0,1,0,0,0,2,0,0,0,residential,yes,1,service,32.5,13,27
124,17423.0,41.497747210987065,13.684203241919125,CCS2_400,4.0,2,326000.0,4.0,442.87734375,"POLYGON ((13.68120480054584 41.49548628165467, 13.68120480054584 41.50000814031946, 13.68720168329241 41.50000814031946, 13.68720168329241 41.49548628165467, 13.68120480054584 41.49548628165467))",2,0.3342181028037382,0,0,3,0,0,0,7,0,0,0,0,0,0,0,Other,yes,3,service,61.111111111111114,6,10
125,17424.0,41.8498347,12.7328198,CCS2_400,1.0,1,0.0,4.0,443.57831765935214,"POLYGON ((12.729804912024413 41.84757377066761, 12.729804912024413 41.852095629332396, 12.735834687975586 41.852095629332396, 12.735834687975586 41.84757377066761, 12.729804912024413 41.84757377066761))",1,3.5341796315789478,0,0,1,1,0,0,1,0,0,0,2,0,0,0,residential,yes,1,service,32.5,13,27
126,17425.0,41.493573,13.691659,CCS2_400,1.0,1,0.0,4.0,465.81450304259636,"POLYGON ((13.688660751857126 41.491312070667604, 13.688660751857126 41.49583392933239, 13.694657248142873 41.49583392933239, 13.694657248142873 41.491312070667604, 13.688660751857126 41.491312070667604))",1,0.6356546153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,yes,3,unclassified,130.0,2,2
127,17733.0,42.799503,12.020228,CCS2_400,1.0,1,0.0,4.0,437.2328869047619,"POLYGON ((12.017167255157524 42.79724207066761, 12.017167255157524 42.801763929332395, 12.023288744842475 42.801763929332395, 12.023288744842475 42.79724207066761, 12.017167255157524 42.79724207066761))",1,0.30041806666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,,,tertiary,,0,0
128,17734.0,42.8761818,12.0173079,CCS2_400,4.0,2,100000.0,4.0,391.6661855036855,"POLYGON ((12.014243354659524 42.873920870667604, 12.014243354659524 42.87844272933239, 12.020372445340477 42.87844272933239, 12.020372445340477 42.873920870667604, 12.014243354659524 42.873920870667604))",2,0.36817619469026547,0,0,0,1,0,0,1,0,0,0,0,0,0,0,commercial,yes,1,service,61.1764705882353,8,14
