,geometry,EV_stations_counts,EV_stations_geomery,population,landuse,nodes,edges,density,school_count,university_count,restaurant_count,place_of_worship_count,community_centre_count,townhall_count,parking_count,library_count,park_count,commercial_count,government_count,civic_count,retail_count,oneway_exists,highway_types,average_lanes,average_maxspeed,city
342,"POLYGON ((200340.50781336473 4859382.915912438, 200684.4503248104 4859313.464371843, 200679.68835829233 4859341.54834189, 200678.11259845103 4859375.692366341, 200831.8727907515 4859364.516319507, 200796.27736104577 4858874.773977041, 200306.16399487038 4858910.39500556, 200340.50781336473 4859382.915912438))",0,[],1.786679,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
343,"POLYGON ((200678.11259845103 4859375.692366341, 200675.85164118907 4859424.683971992, 200677.87157644192 4859476.670085413, 200673.85200314102 4859508.170924995, 200672.31636233866 4859520.227093952, 200669.563739216 4859589.679714774, 200671.5402127445 4859611.728174778, 200679.38652145618 4859626.355581295, 200686.61777853098 4859656.303287328, 200686.0612306912 4859694.737898361, 200689.4937412485 4859734.617752341, 200685.9131293859 4859777.106378593, 200686.5967893828 4859792.27911992, 200696.7968529099 4859828.392623089, 200703.9156669026 4859859.425007321, 200706.22568627575 4859865.979375872, 200867.47105913243 4859854.258326367, 200831.8727907515 4859364.516319507, 200678.11259845103 4859375.692366341))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
344,"POLYGON ((200706.22568627575 4859865.979375872, 200715.94370913494 4859893.552937658, 200728.04070174904 4859918.662496897, 200743.7985846509 4859933.467736773, 200758.19784703664 4859938.862610817, 200786.3213764603 4859949.693981245, 200801.75821133313 4859963.100296682, 200818.11951108446 4859982.185802246, 200833.7017643901 4860006.33716837, 200862.57921536232 4860033.9188369075, 200881.84954763838 4860052.058743026, 200867.47105913243 4859854.258326367, 200706.22568627575 4859865.979375872))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
345,"POLYGON ((200796.27736104577 4858874.773977041, 200760.68477023148 4858385.031298967, 200270.57106808294 4858420.649486346, 200306.16399487038 4858910.39500556, 200796.27736104577 4858874.773977041))",0,[],0.8346529999999999,Other,3,4,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
346,"POLYGON ((200760.68477023148 4858385.031298967, 200725.0950185245 4857895.288285278, 200234.98098039837 4857930.9036313, 200270.57106808294 4858420.649486346, 200760.68477023148 4858385.031298967))",0,[],0.9046364567901236,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,{'unclassified'},2.0,30.0,Florence
347,"POLYGON ((200725.0950185245 4857895.288285278, 200689.50810614123 4857405.544935973, 200199.3937320335 4857441.157440426, 200234.98098039837 4857930.9036313, 200725.0950185245 4857895.288285278))",0,[],1.9634435322580643,Other,9,16,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,{'unclassified'},2.0,30.0,Florence
348,"POLYGON ((200689.50810614123 4857405.544935973, 200653.9240332974 4856915.801251042, 200163.8093232034 4856951.410913708, 200199.3937320335 4857441.157440426, 200689.50810614123 4857405.544935973))",0,[],1.765680855855856,Other,5,7,0.35,1,0,0,0,0,0,1,0,0,0,0,0,0,Yes,{'unclassified'},2.0,30.0,Florence
349,"POLYGON ((200653.9240332974 4856915.801251042, 200618.34280020918 4856426.057230487, 200128.22775412467 4856461.664051148, 200163.8093232034 4856951.410913708, 200653.9240332974 4856915.801251042))",0,[],2.3135628676470588,Other,3,6,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,{'primary'},2.0,50.0,Florence
350,"POLYGON ((200618.34280020918 4856426.057230487, 200582.76440709253 4855936.312874298, 200092.64902501303 4855971.9168527415, 200128.22775412467 4856461.664051148, 200618.34280020918 4856426.057230487))",0,[],4.082443,Other,7,13,0.3095238095238095,0,0,0,1,0,0,1,0,0,0,0,0,0,No,,,,Florence
351,"POLYGON ((200582.76440709253 4855936.312874298, 200547.18885416334 4855446.568182477, 200057.07313608495 4855482.169318484, 200092.64902501303 4855971.9168527415, 200582.76440709253 4855936.312874298))",0,[],7.232827892682927,Other,13,19,0.1217948717948717,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,{'tertiary'},1.0,50.0,Florence
352,"POLYGON ((200547.18885416334 4855446.568182477, 200511.6161416379 4854956.823155013, 200021.50008755602 4854992.421448367, 200057.07313608495 4855482.169318484, 200547.18885416334 4855446.568182477))",0,[],8.598483995934957,Other,22,33,0.0714285714285714,2,1,1,1,0,0,1,0,0,0,0,0,0,Yes,"{'tertiary', 'residential'}",1.0,50.0,Florence
353,"POLYGON ((200511.6161416379 4854956.823155013, 200476.046269732 4854467.077791906, 199985.9298796421 4854502.673242391, 200021.50008755602 4854992.421448367, 200511.6161416379 4854956.823155013))",0,[],8.643038910828025,Other,36,57,0.0452380952380952,0,0,7,0,1,0,0,0,0,0,0,0,1,No,{'secondary'},3.0,50.0,Florence
354,"POLYGON ((200476.046269732 4854467.077791906, 200440.47923866165 4853977.332093151, 199950.3625125597 4854012.924700553, 199985.9298796421 4854502.673242391, 200476.046269732 4854467.077791906))",2,"[[<POINT (11.275 43.779)>], [<POINT (11.273 43.78)>]]",7.796012493150686,Other,14,23,0.1263736263736263,0,0,3,0,0,0,4,0,0,0,0,0,0,No,,,,Florence
355,"POLYGON ((200440.47923866165 4853977.332093151, 200404.91504864267 4853487.5860587405, 199914.79798652453 4853523.175822843, 199950.3625125597 4854012.924700553, 200440.47923866165 4853977.332093151))",2,"[[<POINT (11.272 43.775)>], [<POINT (11.276 43.777)>]]",8.75143768405797,Other,31,56,0.0602150537634408,2,0,1,0,0,0,0,0,0,0,1,0,1,Yes,"{'residential', 'unclassified'}",1.0,50.0,Florence
356,"POLYGON ((200404.91504864267 4853487.5860587405, 200369.35369989125 4852997.839688677, 199879.23630175221 4853033.426609259, 199914.79798652453 4853523.175822843, 200404.91504864267 4853487.5860587405))",0,[],10.193436423631123,Other,45,64,0.0323232323232323,0,0,13,2,0,0,2,0,0,0,0,0,0,No,,,,Florence
357,"POLYGON ((200369.35369989125 4852997.839688677, 200333.7951926228 4852508.092982948, 199843.677458459 4852543.6770598, 199879.23630175221 4853033.426609259, 200369.35369989125 4852997.839688677))",0,[],9.57473619434629,Other,30,48,0.0551724137931034,2,0,5,0,0,0,1,1,0,0,0,0,0,Yes,"{'residential', 'tertiary', 'primary'}",2.0,50.0,Florence
358,"POLYGON ((200333.7951926228 4852508.092982948, 200298.23952705372 4852018.345941556, 199808.1214568608 4852053.927174458, 199843.677458459 4852543.6770598, 200333.7951926228 4852508.092982948))",1,[[<POINT (11.272 43.764)>]],6.737958831858406,Other,24,36,0.0652173913043478,0,0,5,1,0,0,1,0,0,0,0,0,2,Yes,"{'tertiary', 'primary', 'unclassified'}",1.8125,47.5,Florence
359,"POLYGON ((200298.23952705372 4852018.345941556, 200262.68670339964 4851528.598564493, 199772.5682971733 4851564.176953231, 199808.1214568608 4852053.927174458, 200298.23952705372 4852018.345941556))",0,[],0.9724025877862597,residential,4,6,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,No,{'primary'},2.0,50.0,Florence
360,"POLYGON ((200262.68670339964 4851528.598564493, 200227.1367218764 4851038.850851754, 199737.0179796124 4851074.426396111, 199772.5682971733 4851564.176953231, 200262.68670339964 4851528.598564493))",0,[],0.6367495,Other,0,0,0.0,0,0,0,1,0,0,2,0,0,0,0,0,0,No,,,,Florence
361,"POLYGON ((200227.1367218764 4851038.850851754, 200191.5895827001 4850549.102803339, 199701.47050439427 4850584.675503099, 199737.0179796124 4851074.426396111, 200227.1367218764 4851038.850851754))",0,[],1.268033605263158,residential,2,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
362,"POLYGON ((200191.5895827001 4850549.102803339, 200156.04528608627 4850059.354419241, 199665.9258717344 4850094.924274188, 199701.47050439427 4850584.675503099, 200191.5895827001 4850549.102803339))",0,[],0.9518386739130434,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
363,"POLYGON ((200156.04528608627 4850059.354419241, 200144.2119854511 4849896.300090283, 200115.88401442673 4849896.153589432, 200097.6076992537 4849899.391297451, 200062.662212183 4849912.349996188, 200050.7544815754 4849912.941651723, 200037.92706522055 4849910.669842736, 200028.3737715566 4849904.410870891, 200012.50547778694 4849889.799454238, 199988.0164815706 4849873.695251102, 199977.15470266918 4849854.506730262, 199968.72746671882 4849843.689545208, 199958.2498680022 4849837.694873376, 199942.87087348377 4849832.343854665, 199933.6168275018 4849833.27253671, 199918.39966977848 4849841.1921950625, 199887.33703619178 4849867.266001792, 199876.24955737148 4849873.530635733, 199856.6951787391 4849896.047839731, 199851.2353604132 4849901.669492311, 199839.15046546096 4849915.347094648, 199809.79319610534 4849948.990726861, 199791.6059371995 4849972.64860243, 199782.56086554012 4849977.853100292, 199772.26493399416 4849979.830657928, 199758.61492292723 4849976.316513952, 199748.70272783557 4849971.409681425, 199736.51979240414 4849965.892873652, 199708.79063785734 4849941.287739007, 199691.3857253589 4849930.196538348, 199653.10997498746 4849918.330928024, 199665.9258717344 4850094.924274188, 200156.04528608627 4850059.354419241))",0,[],1.2646622333333328,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
364,"POLYGON ((200881.84954763838 4860052.058743026, 200893.90284877608 4860063.404975627, 200915.8107607392 4860093.315204385, 200936.62043905066 4860130.3313218355, 200939.18468838488 4860140.221685069, 200968.8770280137 4860148.345289701, 200990.61352726707 4860151.195422568, 201034.17469013925 4860157.782321336, 201044.56522541546 4860158.260680749, 201054.7592034613 4860154.72999937, 201061.50463436102 4860150.119121449, 201081.3500493322 4860155.169343327, 201104.99959146982 4860166.158757093, 201124.44780727196 4860175.8124994645, 201163.92979657254 4860189.873865183, 201244.29034950188 4860215.563763931, 201266.90526310733 4860220.578972425, 201286.49811003113 4860221.456290834, 201316.34188245557 4860232.969173174, 201331.80444460805 4860241.433734692, 201342.24412551254 4860250.714071322, 201354.50724963075 4860253.245631417, 201390.3083797876 4860268.845922211, 201357.58091063192 4859818.631952327, 200867.47105913243 4859854.258326367, 200881.84954763838 4860052.058743026))",0,[],0.834653,Other,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,,,,Florence
365,"POLYGON ((201357.58091063192 4859818.631952327, 201321.98297799885 4859328.892786177, 200831.8727907515 4859364.516319507, 200867.47105913243 4859854.258326367, 201357.58091063192 4859818.631952327))",0,[],0.834653,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
366,"POLYGON ((201321.98297799885 4859328.892786177, 201286.38788404554 4858839.15328464, 200796.27736104577 4858874.773977041, 200831.8727907515 4859364.516319507, 201321.98297799885 4859328.892786177))",0,[],0.8737571428571431,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
367,"POLYGON ((201286.38788404554 4858839.15328464, 201250.79562898766 4858349.413447708, 200760.68477023148 4858385.031298967, 200796.27736104577 4858874.773977041, 201286.38788404554 4858839.15328464))",0,[],0.9671954631578952,Other,4,6,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,No,,,,Florence
368,"POLYGON ((201250.79562898766 4858349.413447708, 201215.2062130419 4857859.673275379, 200725.0950185245 4857895.288285278, 200760.68477023148 4858385.031298967, 201250.79562898766 4858349.413447708))",0,[],0.9893242692307692,Other,4,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
369,"POLYGON ((201215.2062130419 4857859.673275379, 201201.51953639055 4857671.322648978, 201169.6911296299 4857633.037136619, 201142.86750282382 4857586.050805649, 201130.8683256331 4857578.921816845, 201113.3703700828 4857575.334523258, 201096.3370495446 4857569.533799423, 201075.0898067623 4857550.321920855, 201064.00244207506 4857524.042066417, 201060.76707480667 4857501.026320694, 201061.54072211072 4857442.4150790945, 201050.72864549258 4857393.76296393, 201042.5447010807 4857379.892805276, 200689.50810614123 4857405.544935973, 200725.0950185245 4857895.288285278, 201215.2062130419 4857859.673275379))",0,[],1.81267744,Other,7,14,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
370,"POLYGON ((201042.5447010807 4857379.892805276, 201033.39194126922 4857364.38069087, 201005.72234589828 4857324.611554338, 200982.8108658078 4857297.272019552, 200971.13446791575 4857294.825544074, 200954.15309071745 4857299.874396248, 200941.81637177797 4857307.296483354, 200930.7548340786 4857310.276058335, 200926.81541028275 4857315.695453159, 200919.3753312087 4857317.833207257, 200901.30285377288 4857316.364660562, 200890.55529388075 4857318.439788359, 200863.65444653545 4857316.199924388, 200839.82823239203 4857316.1924731, 200830.86386856175 4857310.607997911, 200808.88350305555 4857303.438975701, 200798.15038734057 4857296.164489631, 200772.3712093893 4857251.157944088, 200767.03613526752 4857235.059383093, 200766.2307042948 4857211.255390965, 200755.33568239282 4857199.313685959, 200752.34738842148 4857189.15303579, 200756.00905757834 4857134.585269087, 200753.2009774305 4857085.628809021, 200750.2137333703 4857025.528258618, 200746.83416113455 4856970.142187202, 200740.73852604267 4856938.941203211, 200728.00771427283 4856910.418655274, 200653.9240332974 4856915.801251042, 200689.50810614123 4857405.544935973, 201042.5447010807 4857379.892805276))",0,[],1.062085,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
371,"POLYGON ((200728.00771427283 4856910.418655274, 200722.82702617493 4856898.811656218, 200709.1219154384 4856881.22004978, 200692.68614846852 4856853.645437378, 200685.93960031547 4856838.790215923, 200685.97041534062 4856826.045090408, 200688.6884216896 4856813.9024415845, 200692.93315606186 4856798.6080864435, 200688.52485516196 4856792.362315703, 200683.9980875206 4856783.30601502, 200680.91375835537 4856770.300446789, 200680.23793290742 4856750.452865959, 200695.9466373556 4856749.155850125, 200693.8193195361 4856737.353747582, 200936.47441806935 4856606.844923241, 200935.18069627258 4856598.333119113, 200952.39262538287 4856596.935745923, 200950.86099556298 4856587.076797858, 200947.6430376587 4856587.399599099, 200947.35129287676 4856586.110526919, 200976.21759885183 4856582.519607333, 200976.02757940395 4856579.011119523, 200983.57612679322 4856578.549240401, 200985.53239883512 4856578.850814901, 200987.10809011653 4856580.727682768, 200989.2498786794 4856584.437779621, 200990.85002138885 4856585.2450831635, 201117.67998807708 4856517.428719443, 201108.4550020357 4856390.450745963, 200618.34280020918 4856426.057230487, 200653.9240332974 4856915.801251042, 200728.00771427283 4856910.418655274))",0,[],3.2962660454545447,Other,3,4,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,No,{'primary'},2.0,50.0,Florence
372,"POLYGON ((201108.4550020357 4856390.450745963, 201072.87694469775 4855900.709231999, 200582.76440709253 4855936.312874298, 200618.34280020918 4856426.057230487, 201108.4550020357 4856390.450745963))",0,[],3.0948247142857146,Other,0,0,0.0,0,2,0,0,0,0,2,1,0,0,0,0,0,No,,,,Florence
373,"POLYGON ((201072.87694469775 4855900.709231999, 201037.30172755138 4855410.967382617, 200547.18885416334 4855446.568182477, 200582.76440709253 4855936.312874298, 201072.87694469775 4855900.709231999))",0,[],1.6185923445378143,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
374,"POLYGON ((201037.30172755138 4855410.967382617, 201001.72935081314 4854921.225197812, 200511.6161416379 4854956.823155013, 200547.18885416334 4855446.568182477, 201037.30172755138 4855410.967382617))",0,[],2.2059785654761903,Other,4,5,0.4166666666666667,0,0,3,0,0,0,0,2,0,0,0,0,0,No,,,,Florence
375,"POLYGON ((201001.72935081314 4854921.225197812, 200966.1598146988 4854431.482677577, 200476.046269732 4854467.077791906, 200511.6161416379 4854956.823155013, 201001.72935081314 4854921.225197812))",0,[],9.35462090506329,Other,41,71,0.0432926829268292,1,0,1,1,0,0,0,1,0,0,0,0,0,No,{'secondary'},3.0,50.0,Florence
376,"POLYGON ((200966.1598146988 4854431.482677577, 200930.59311942424 4853941.739821909, 200440.47923866165 4853977.332093151, 200476.046269732 4854467.077791906, 200966.1598146988 4854431.482677577))",0,[],6.821599623616236,Other,26,46,0.0707692307692307,0,0,7,1,0,0,0,0,0,0,0,0,1,No,,,,Florence
377,"POLYGON ((200930.59311942424 4853941.739821909, 200895.02926520567 4853451.9966308065, 200404.91504864267 4853487.5860587405, 200440.47923866165 4853977.332093151, 200930.59311942424 4853941.739821909))",0,[],5.370000420833333,Other,22,41,0.0887445887445887,0,0,2,0,0,0,3,0,1,0,0,0,1,No,,,,Florence
378,"POLYGON ((200895.02926520567 4853451.9966308065, 200859.46825225826 4852962.253104261, 200369.35369989125 4852997.839688677, 200404.91504864267 4853487.5860587405, 200895.02926520567 4853451.9966308065))",1,[[<POINT (11.281 43.77)>]],8.993899952380954,Other,32,48,0.0483870967741935,0,0,4,1,0,0,3,0,0,0,0,0,3,Yes,"{'residential', 'unclassified'}",1.8571428571428568,50.0,Florence
379,"POLYGON ((200859.46825225826 4852962.253104261, 200823.91008079855 4852472.509242268, 200333.7951926228 4852508.092982948, 200369.35369989125 4852997.839688677, 200859.46825225826 4852962.253104261))",0,[],12.032167770034844,Other,31,46,0.0494623655913978,0,0,1,0,0,0,3,1,0,0,0,0,0,Yes,"{'tertiary', 'secondary'}",2.0,50.0,Florence
380,"POLYGON ((200823.91008079855 4852472.509242268, 200788.35475104238 4851982.76504483, 200298.23952705372 4852018.345941556, 200333.7951926228 4852508.092982948, 200823.91008079855 4852472.509242268))",1,[[<POINT (11.282 43.763)>]],8.8770438045977,Other,26,34,0.0523076923076923,0,0,5,0,0,0,1,7,1,0,0,0,1,Yes,"{'secondary', 'tertiary', 'unclassified'}",1.5714285714285714,41.42857142857143,Florence
381,"POLYGON ((200788.35475104238 4851982.76504483, 200752.80226320558 4851493.020511935, 200262.68670339964 4851528.598564493, 200298.23952705372 4852018.345941556, 200788.35475104238 4851982.76504483))",0,[],4.555129162162163,Other,2,2,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,No,,,,Florence
382,"POLYGON ((200752.80226320558 4851493.020511935, 200717.25261750392 4851003.2756435815, 200227.1367218764 4851038.850851754, 200262.68670339964 4851528.598564493, 200752.80226320558 4851493.020511935))",0,[],1.8761843571428571,Other,3,3,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,No,,,,Florence
383,"POLYGON ((200717.25261750392 4851003.2756435815, 200681.70581415325 4850513.530439768, 200191.5895827001 4850549.102803339, 200227.1367218764 4851038.850851754, 200717.25261750392 4851003.2756435815))",0,[],1.1458639122807015,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
384,"POLYGON ((200681.70581415325 4850513.530439768, 200649.82534182246 4850074.264419186, 200619.81188628182 4850087.229429955, 200597.32891255774 4850092.1907207025, 200531.2887122904 4850100.534228653, 200485.92516483663 4850106.813682821, 200459.71796913806 4850106.288938185, 200444.26764908963 4850105.069214113, 200433.65789692884 4850099.5250063175, 200419.2384027957 4850087.852650041, 200404.55767246376 4850074.678416356, 200381.3885424098 4850043.000434092, 200156.04528608627 4850059.354419241, 200191.5895827001 4850549.102803339, 200681.70581415325 4850513.530439768))",0,[],2.2060547551020404,Other,2,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
385,"POLYGON ((200381.3885424098 4850043.000434092, 200379.21210874227 4850040.024704866, 200326.33893706265 4849981.244251018, 200280.81661443552 4849920.686617124, 200253.3920245726 4849899.0373591995, 200236.1622828996 4849890.741649468, 200217.21660958586 4849887.531589849, 200176.2235120852 4849896.465640628, 200144.2119854511 4849896.300090283, 200156.04528608627 4850059.354419241, 200381.3885424098 4850043.000434092))",0,[],0.253223,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
386,"POLYGON ((201390.3083797876 4860268.845922211, 201405.00399835478 4860275.249514368, 201455.07986652694 4860300.444679901, 201466.6523781339 4860303.029736533, 201431.40886421193 4860238.769656252, 201408.96545383893 4860181.291108128, 201408.8434345388 4860166.927929034, 201433.52963954885 4860101.342882085, 201463.21449400863 4860020.7639902625, 201506.63243012287 4859938.644392252, 201511.05882796418 4859895.86267899, 201515.85963611573 4859876.114068203, 201511.4064875311 4859807.450307117, 201357.58091063192 4859818.631952327, 201390.3083797876 4860268.845922211))",0,[],1.9001772647058828,Other,2,3,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,No,,,,Florence
387,"POLYGON ((201511.4064875311 4859807.450307117, 201511.3476968379 4859806.5437988695, 201512.86136977386 4859806.520301965, 201526.5331693007 4859806.317785, 201526.59464099578 4859806.34627461, 201847.6879193841 4859783.005914179, 201812.09032228228 4859293.269588744, 201321.98297799885 4859328.892786177, 201357.58091063192 4859818.631952327, 201511.4064875311 4859807.450307117))",0,[],0.9299693482142858,Other,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,,,,Florence
388,"POLYGON ((201526.59464099578 4859806.34627461, 201534.91792070022 4859810.203772982, 201543.02171985043 4859818.95500496, 201551.0081177728 4859839.798527308, 201563.53496187844 4859858.946663894, 201575.0507249594 4859876.214779885, 201583.81688741798 4859919.260712676, 201582.3069755516 4859943.936619866, 201585.80372875044 4859951.470244208, 201606.52334646316 4859972.932665595, 201618.00985683984 4859977.180238936, 201642.87809973647 4859972.624059462, 201661.2541907034 4859978.68804408, 201673.4249188819 4859992.610185463, 201686.03466553346 4860003.930508537, 201706.8078915116 4860009.374977336, 201724.03447548725 4859953.063593502, 201757.48030008702 4859901.065845312, 201780.4944278269 4859876.559810174, 201808.330990505 4859856.634331676, 201852.72254349157 4859852.26691341, 201847.6879193841 4859783.005914179, 201526.59464099578 4859806.34627461))",0,[],1.108382,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
389,"POLYGON ((201812.09032228228 4859293.269588744, 201776.4955638647 4858803.532928136, 201286.38788404554 4858839.15328464, 201321.98297799885 4859328.892786177, 201812.09032228228 4859293.269588744))",0,[],1.0250731739130432,Other,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,,,,Florence
390,"POLYGON ((201776.4955638647 4858803.532928136, 201740.90364434756 4858313.7959323535, 201250.79562898766 4858349.413447708, 201286.38788404554 4858839.15328464, 201776.4955638647 4858803.532928136))",0,[],1.108382,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
391,"POLYGON ((201740.90364434756 4858313.7959323535, 201727.35510012647 4858127.360584964, 201683.55058527103 4858127.8691307455, 201669.46410690318 4858125.552027684, 201653.95325368497 4858117.177512079, 201634.12114028266 4858095.66353563, 201607.1524586297 4858055.927777267, 201560.6762366384 4858012.693991846, 201541.2545197978 4858003.204252387, 201525.3072645142 4857985.122147314, 201520.8724844698 4857975.382389363, 201523.36407684901 4857960.15623073, 201519.4193374915 4857923.28227457, 201513.14637035574 4857890.018760632, 201507.0933552988 4857880.318287629, 201491.62212892412 4857868.536581907, 201475.25390103034 4857861.547620385, 201442.27570226486 4857857.441678017, 201414.42536852276 4857845.196613435, 201215.2062130419 4857859.673275379, 201250.79562898766 4858349.413447708, 201740.90364434756 4858313.7959323535))",0,[],1.091020625,Other,2,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
392,"POLYGON ((201414.42536852276 4857845.196613435, 201386.23568789283 4857832.802341668, 201330.21654608502 4857829.264650335, 201308.6765708801 4857819.826172627, 201278.08334061783 4857793.298521614, 201259.36162577168 4857771.613138657, 201243.47932818253 4857736.177255378, 201238.45762067824 4857719.129452751, 201227.7832155088 4857702.914476761, 201201.51953639055 4857671.322648978, 201215.2062130419 4857859.673275379, 201414.42536852276 4857845.196613435))",0,[],0.969491,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
393,"POLYGON ((201852.72254349157 4859852.26691341, 201857.01366968866 4859851.844735367, 201899.92922185606 4859840.26915329, 201918.8463618862 4859819.787301257, 201955.02489413117 4859776.750035528, 201956.6135273489 4859775.088093777, 201847.6879193841 4859783.005914179, 201852.72254349157 4859852.26691341))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
394,"POLYGON ((201956.6135273489 4859775.088093777, 201983.69188597874 4859746.760196178, 202019.0462225775 4859718.9190758355, 202074.32227909763 4859678.776683643, 202145.96005517564 4859615.3857135475, 202195.19488020468 4859588.7263446525, 202225.22889807326 4859546.411487054, 202251.88329150068 4859484.771258294, 202256.70806404192 4859479.702460086, 202264.8660366849 4859478.891651651, 202310.52552441595 4859484.614035943, 202318.44980518392 4859481.281420173, 202302.1948235972 4859257.646726988, 201812.09032228228 4859293.269588744, 201847.6879193841 4859783.005914179, 201956.6135273489 4859775.088093777))",0,[],1.108382,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
395,"POLYGON ((202302.1948235972 4859257.646726988, 202277.62665021094 4858919.624238019, 202244.66468704352 4858901.352236879, 202217.5800690704 4858885.314943845, 202196.6423358319 4858869.069030292, 202143.16734725056 4858828.048858328, 202136.9140352966 4858819.236186508, 202131.10284483474 4858796.558321256, 202128.03040806204 4858777.983935473, 201776.4955638647 4858803.532928136, 201812.09032228228 4859293.269588744, 202302.1948235972 4859257.646726988))",0,[],1.108382,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
396,"POLYGON ((202128.03040806204 4858777.983935473, 202127.93039886747 4858777.379330457, 202129.89080132946 4858762.689251529, 202127.62124956842 4858750.169881034, 202118.30845383706 4858725.779194879, 202105.66429892456 4858685.677999237, 202072.6033665801 4858638.1003344925, 202049.74407567462 4858622.875833229, 201994.40676707344 4858601.127780706, 201952.1991317583 4858586.27045051, 201929.27545123524 4858568.723090796, 201920.21861519403 4858549.340636574, 201914.87177507766 4858514.577402171, 201916.32881373394 4858451.6623406755, 201909.77714789304 4858423.09677269, 201894.67852973996 4858375.203803527, 201852.2859838613 4858305.701485336, 201740.90364434756 4858313.7959323535, 201776.4955638647 4858803.532928136, 202128.03040806204 4858777.983935473))",0,[],1.576014125,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
397,"POLYGON ((201852.2859838613 4858305.701485336, 201804.5955682455 4858227.5131857665, 201766.39161647245 4858143.539367403, 201757.5202985984 4858132.262329408, 201748.7625866495 4858130.162261577, 201735.39970873785 4858127.267191541, 201727.35510012647 4858127.360584964, 201740.90364434756 4858313.7959323535, 201852.2859838613 4858305.701485336))",0,[],4.849439,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
398,"POLYGON ((202318.44980518392 4859481.281420173, 202318.67106487113 4859481.188367755, 202322.64091943303 4859466.029891867, 202324.93109089654 4859447.73019599, 202331.22762225982 4859425.1552587785, 202331.9208310675 4859408.796915056, 202334.7467184947 4859398.6758211935, 202351.33199383417 4859379.501942632, 202370.0389432581 4859364.339925076, 202384.8295674313 4859357.800848772, 202394.86479048902 4859350.328467976, 202397.89495823171 4859337.749729129, 202396.38820231333 4859316.7041885555, 202399.08516223961 4859299.744148795, 202402.90684680594 4859288.465524812, 202408.77659876988 4859282.615494695, 202415.08611002244 4859249.441330529, 202302.1948235972 4859257.646726988, 202318.44980518392 4859481.281420173))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Florence
