,geometry,EV_stations_counts,EV_stations_geomery,population,landuse,nodes,edges,density,school_count,university_count,restaurant_count,place_of_worship_count,community_centre_count,townhall_count,parking_count,library_count,park_count,commercial_count,government_count,retail_count,oneway_exists,highway_types,average_lanes,average_maxspeed,city,civic_count
176,"POLYGON ((499756.2399157918 4137577.0445975983, 499756.2399157918 4137084.8815950286, 499262.43347869214 4137084.881595029, 499262.4334786923 4137577.0445975983, 499756.2399157918 4137577.0445975983))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
177,"POLYGON ((499756.2399157918 4137084.8815950286, 499756.2399157919 4136592.7185924593, 499262.43347869226 4136592.718592459, 499262.43347869214 4137084.881595029, 499756.2399157918 4137084.8815950286))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
178,"POLYGON ((499756.2399157919 4136592.7185924593, 499756.2399157919 4136189.1914511975, 499749.38681312464 4136186.1273508384, 499718.0960054369 4136165.9039420355, 499692.8341293528 4136131.058504499, 499675.7277521652 4136123.6483432474, 499610.32249893394 4136121.953751302, 499577.597375839 4136114.1562430034, 499548.8980540293 4136100.5555898887, 499399.70467360824 4136100.5555898887, 499358.9997004846 4136130.323047353, 499313.2990155428 4136180.2165018907, 499262.4334786922 4136236.3202579543, 499262.43347869226 4136592.718592459, 499756.2399157919 4136592.7185924593))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
179,"POLYGON ((499548.8980540293 4136100.5555898887, 499537.33671960916 4136095.0766555774, 499513.98797398485 4136087.744831795, 499429.7586302513 4136087.6170259314, 499402.1788120949 4136098.7462578467, 499399.70467360824 4136100.5555898887, 499548.8980540293 4136100.5555898887))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
180,"POLYGON ((499756.23991579167 4145703.586374717, 499764.5215702713 4145707.8420880698, 499783.3239628121 4145715.5853194566, 499801.68409524235 4145722.08605507, 499820.20336395135 4145727.4108440606, 499829.5868027295 4145730.0066863587, 499997.30262247485 4145771.297505414, 500063.13619767776 4145787.6838580905, 500145.11828929966 4145806.988768257, 500184.42008853477 4145813.7459056014, 500250.0463528913 4145819.2354668556, 500250.04635289125 4145451.6526387157, 499756.2399157918 4145451.6526387157, 499756.23991579167 4145703.586374717))",0,[],0.0873939999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
181,"POLYGON ((500250.04635289125 4145451.6526387157, 500250.0463528912 4144959.4896361437, 499756.2399157917 4144959.4896361455, 499756.2399157918 4145451.6526387157, 500250.04635289125 4145451.6526387157))",0,[],0.087394,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
182,"POLYGON ((500250.0463528912 4144959.4896361437, 500250.0463528913 4144467.326633575, 499756.23991579167 4144467.326633574, 499756.2399157917 4144959.4896361455, 500250.0463528912 4144959.4896361437))",0,[],0.043697,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
183,"POLYGON ((500250.0463528913 4144467.326633575, 500250.04635289125 4143975.163631005, 499756.2399157917 4143975.1636310057, 499756.23991579167 4144467.326633574, 500250.0463528913 4144467.326633575))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
184,"POLYGON ((500250.04635289125 4143975.163631005, 500250.04635289125 4143483.000628436, 499756.2399157917 4143483.000628436, 499756.2399157917 4143975.1636310057, 500250.04635289125 4143975.163631005))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
185,"POLYGON ((500250.04635289125 4143483.000628436, 500250.0463528914 4142990.8376258668, 499756.2399157918 4142990.8376258668, 499756.2399157917 4143483.000628436, 500250.04635289125 4143483.000628436))",0,[],0.2452202499999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
186,"POLYGON ((500250.0463528914 4142990.8376258668, 500250.0463528914 4142498.6746232957, 499756.2399157917 4142498.6746232947, 499756.2399157918 4142990.8376258668, 500250.0463528914 4142990.8376258668))",0,[],0.038057,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
187,"POLYGON ((500250.0463528914 4142498.6746232957, 500250.0463528914 4142006.5116207264, 499756.23991579167 4142006.5116207264, 499756.2399157917 4142498.6746232947, 500250.0463528914 4142498.6746232957))",0,[],0.0530205945945945,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
188,"POLYGON ((500250.0463528914 4142006.5116207264, 500250.04635289137 4141514.3486181567, 499756.2399157918 4141514.348618157, 499756.23991579167 4142006.5116207264, 500250.0463528914 4142006.5116207264))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
189,"POLYGON ((500250.04635289137 4141514.3486181567, 500250.04635289137 4141022.1856155875, 499756.2399157918 4141022.1856155875, 499756.2399157918 4141514.348618157, 500250.04635289137 4141514.3486181567))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
190,"POLYGON ((500250.04635289137 4141022.1856155875, 500250.04635289137 4140530.022613017, 499756.2399157919 4140530.022613017, 499756.2399157918 4141022.1856155875, 500250.04635289137 4141022.1856155875))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
191,"POLYGON ((500250.04635289137 4140530.022613017, 500250.04635289125 4140037.8596104467, 499756.23991579167 4140037.859610447, 499756.2399157919 4140530.022613017, 500250.04635289137 4140530.022613017))",0,[],0.1433416666666666,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
192,"POLYGON ((500250.04635289125 4140037.8596104467, 500250.04635289125 4139545.696607878, 499756.2399157917 4139545.696607878, 499756.23991579167 4140037.859610447, 500250.04635289125 4140037.8596104467))",0,[],0.193624,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
193,"POLYGON ((500250.04635289125 4139545.696607878, 500250.04635289125 4139053.533605308, 499756.23991579167 4139053.5336053083, 499756.2399157917 4139545.696607878, 500250.04635289125 4139545.696607878))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
194,"POLYGON ((500250.04635289125 4139053.533605308, 500250.04635289137 4138561.3706027376, 499756.23991579184 4138561.3706027395, 499756.23991579167 4139053.5336053083, 500250.04635289125 4139053.533605308))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
195,"POLYGON ((500250.04635289137 4138561.3706027376, 500250.0463528913 4138069.207600168, 499756.23991579184 4138069.207600168, 499756.23991579184 4138561.3706027395, 500250.04635289137 4138561.3706027376))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
196,"POLYGON ((500250.0463528913 4138069.207600168, 500250.04635289125 4137577.0445975983, 499756.2399157918 4137577.0445975983, 499756.23991579184 4138069.207600168, 500250.0463528913 4138069.207600168))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
197,"POLYGON ((500250.04635289125 4137577.0445975983, 500250.04635289125 4137084.8815950286, 499756.2399157918 4137084.8815950286, 499756.2399157918 4137577.0445975983, 500250.04635289125 4137577.0445975983))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
198,"POLYGON ((500250.04635289125 4137084.8815950286, 500250.04635289137 4136592.7185924593, 499756.2399157919 4136592.7185924593, 499756.2399157918 4137084.8815950286, 500250.04635289125 4137084.8815950286))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
199,"POLYGON ((500250.04635289137 4136592.7185924593, 500250.0463528914 4136107.2116880873, 500188.08743743115 4136124.9199815853, 500165.40297409444 4136139.2862619148, 500143.40024912567 4136159.61010648, 500119.7507613669 4136181.3207388395, 500087.9822769336 4136202.532118324, 500069.03464980825 4136208.6003717054, 500051.6188276647 4136208.7888444117, 500029.2005188182 4136202.354201837, 500004.063992264 4136197.1510543954, 499917.81711343635 4136204.0741286785, 499861.07187164336 4136209.1670365487, 499855.5646940021 4136209.799489308, 499850.9871851719 4136210.3209888227, 499830.2954288871 4136212.340495836, 499813.5084106823 4136219.5630636, 499796.4287620433 4136207.1603426873, 499756.2399157919 4136189.1914511975, 499756.2399157919 4136592.7185924593, 500250.04635289137 4136592.7185924593))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
200,"POLYGON ((500250.0463528913 4145819.2354668556, 500267.074168405 4145820.6598239643, 500304.91671188135 4145823.7342129513, 500361.534547964 4145828.440413005, 500455.14418288803 4145864.85612596, 500500.38032923586 4145859.7553934623, 500595.53998723323 4145849.599375901, 500619.93126554706 4145847.7262373664, 500644.77346664475 4145847.4174856404, 500672.8877590006 4145848.46256256, 500692.308613535 4145849.473724857, 500743.8527899909 4145854.0152204363, 500743.8527899907 4145451.6526387143, 500250.04635289125 4145451.6526387157, 500250.0463528913 4145819.2354668556))",0,[],0.087394,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
201,"POLYGON ((500743.8527899907 4145451.6526387143, 500743.8527899907 4144959.489636146, 500250.0463528912 4144959.4896361437, 500250.04635289125 4145451.6526387157, 500743.8527899907 4145451.6526387143))",0,[],0.0509798333333333,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
202,"POLYGON ((500743.8527899907 4144959.489636146, 500743.85278999084 4144467.3266335754, 500250.0463528913 4144467.326633575, 500250.0463528912 4144959.4896361437, 500743.8527899907 4144959.489636146))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
203,"POLYGON ((500743.85278999084 4144467.3266335754, 500743.8527899908 4143975.1636310066, 500250.04635289125 4143975.163631005, 500250.0463528913 4144467.326633575, 500743.85278999084 4144467.3266335754))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
204,"POLYGON ((500743.8527899908 4143975.1636310066, 500743.85278999084 4143483.0006284364, 500250.04635289125 4143483.000628436, 500250.04635289125 4143975.163631005, 500743.8527899908 4143975.1636310066))",0,[],0.0057253124999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
205,"POLYGON ((500743.85278999084 4143483.0006284364, 500743.85278999095 4142990.8376258668, 500250.0463528914 4142990.8376258668, 500250.04635289125 4143483.000628436, 500743.85278999084 4143483.0006284364))",0,[],0.2748149999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
206,"POLYGON ((500743.85278999095 4142990.8376258668, 500743.8527899908 4142498.6746232957, 500250.0463528914 4142498.6746232957, 500250.0463528914 4142990.8376258668, 500743.85278999095 4142990.8376258668))",0,[],0.274815,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
207,"POLYGON ((500743.8527899908 4142498.6746232957, 500743.85278999095 4142006.5116207264, 500250.0463528914 4142006.5116207264, 500250.0463528914 4142498.6746232957, 500743.8527899908 4142498.6746232957))",0,[],0.0284291379310344,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
208,"POLYGON ((500743.85278999095 4142006.5116207264, 500743.8527899908 4141514.348618156, 500250.04635289137 4141514.3486181567, 500250.0463528914 4142006.5116207264, 500743.85278999095 4142006.5116207264))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
209,"POLYGON ((500743.8527899908 4141514.348618156, 500743.85278999084 4141022.1856155875, 500250.04635289137 4141022.1856155875, 500250.04635289137 4141514.3486181567, 500743.8527899908 4141514.348618156))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
210,"POLYGON ((500743.85278999084 4141022.1856155875, 500743.85278999084 4140530.022613017, 500250.04635289137 4140530.022613017, 500250.04635289137 4141022.1856155875, 500743.85278999084 4141022.1856155875))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
211,"POLYGON ((500743.85278999084 4140530.022613017, 500743.8527899907 4140037.859610447, 500250.04635289125 4140037.8596104467, 500250.04635289137 4140530.022613017, 500743.85278999084 4140530.022613017))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
212,"POLYGON ((500743.8527899907 4140037.859610447, 500743.8527899908 4139545.6966078775, 500250.04635289125 4139545.696607878, 500250.04635289125 4140037.8596104467, 500743.8527899907 4140037.859610447))",0,[],0.0033969122807017,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
213,"POLYGON ((500743.8527899908 4139545.6966078775, 500743.8527899909 4139053.533605307, 500250.04635289125 4139053.533605308, 500250.04635289125 4139545.696607878, 500743.8527899908 4139545.6966078775))",0,[],0.1613533333333333,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
214,"POLYGON ((500743.8527899909 4139053.533605307, 500743.85278999084 4138561.3706027376, 500250.04635289137 4138561.3706027376, 500250.04635289125 4139053.533605308, 500743.8527899909 4139053.533605307))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
215,"POLYGON ((500743.85278999084 4138561.3706027376, 500743.8527899908 4138069.207600168, 500250.0463528913 4138069.207600168, 500250.04635289137 4138561.3706027376, 500743.85278999084 4138561.3706027376))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
216,"POLYGON ((500743.8527899908 4138069.207600168, 500743.8527899907 4137577.0445975983, 500250.04635289125 4137577.0445975983, 500250.0463528913 4138069.207600168, 500743.8527899908 4138069.207600168))",0,[],0.1650766249999999,Other,9,20,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
217,"POLYGON ((500743.8527899907 4137577.0445975983, 500743.85278999095 4137084.8815950276, 500250.04635289125 4137084.8815950286, 500250.04635289125 4137577.0445975983, 500743.8527899907 4137577.0445975983))",0,[],0.188659,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
218,"POLYGON ((500743.85278999095 4137084.8815950276, 500743.8527899908 4136592.718592458, 500250.04635289137 4136592.7185924593, 500250.04635289125 4137084.8815950286, 500743.85278999095 4137084.8815950276))",0,[],0.188659,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
219,"POLYGON ((500743.8527899908 4136592.718592458, 500743.85278999084 4136100.5555898887, 500273.33513708255 4136100.5555898896, 500250.0463528914 4136107.2116880873, 500250.04635289137 4136592.7185924593, 500743.8527899908 4136592.718592458))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
220,"POLYGON ((500743.85278999084 4136100.5555898887, 500743.8527899908 4135962.686051893, 500735.18772250466 4135955.4779242054, 500690.35171926266 4135931.0339744, 500677.8674962522 4135926.91707122, 500654.11144502345 4135926.4603235167, 500623.44874520093 4135929.9082202883, 500596.85884748865 4135936.130024387, 500580.59295382764 4135944.2275132854, 500549.4689264789 4135962.8966453047, 500503.06130896293 4136003.2870527566, 500486.74235010456 4136014.158227204, 500357.59267482127 4136065.672340407, 500285.23546245415 4136097.154393261, 500273.33513708255 4136100.5555898896, 500743.85278999084 4136100.5555898887))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
221,"POLYGON ((500743.8527899909 4145854.0152204363, 500811.67205915425 4145859.990694919, 500833.60443731403 4145861.623706223, 500866.2374996808 4145865.7651675707, 500880.60830099304 4145868.695539909, 500910.7206001755 4145875.0557472063, 500943.0347108236 4145883.490925647, 501050.2523114386 4145914.6340463147, 501145.4858156027 4145943.815641284, 501237.65922709025 4145943.815641286, 501237.6592270903 4145451.6526387143, 500743.8527899907 4145451.6526387143, 500743.8527899909 4145854.0152204363))",0,[],0.087394,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
222,"POLYGON ((501145.4858156027 4145943.815641284, 501158.66271854704 4145947.8533278955, 501188.5704790257 4145958.6743763727, 501214.3123706934 4145972.457072998, 501237.65922709025 4145987.8373763934, 501237.65922709025 4145943.815641286, 501145.4858156027 4145943.815641284))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
223,"POLYGON ((501237.6592270903 4145451.6526387143, 501237.65922709036 4144959.4896361455, 500743.8527899907 4144959.489636146, 500743.8527899907 4145451.6526387143, 501237.6592270903 4145451.6526387143))",0,[],0.0873939999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
224,"POLYGON ((501237.65922709036 4144959.4896361455, 501237.6592270905 4144467.326633575, 500743.85278999084 4144467.3266335754, 500743.8527899907 4144959.489636146, 501237.65922709036 4144959.4896361455))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
225,"POLYGON ((501237.6592270905 4144467.326633575, 501237.6592270904 4143975.1636310057, 500743.8527899908 4143975.1636310066, 500743.85278999084 4144467.3266335754, 501237.6592270905 4144467.326633575))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
226,"POLYGON ((501237.6592270904 4143975.1636310057, 501237.6592270903 4143483.000628436, 500743.85278999084 4143483.0006284364, 500743.8527899908 4143975.1636310066, 501237.6592270904 4143975.1636310057))",0,[],0.219852,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
227,"POLYGON ((501237.6592270903 4143483.000628436, 501237.6592270903 4142990.8376258668, 500743.85278999095 4142990.8376258668, 500743.85278999084 4143483.0006284364, 501237.6592270903 4143483.000628436))",0,[],0.274815,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
228,"POLYGON ((501237.6592270903 4142990.8376258668, 501237.65922709036 4142498.6746232957, 500743.8527899908 4142498.6746232957, 500743.85278999095 4142990.8376258668, 501237.6592270903 4142990.8376258668))",0,[],0.274815,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
229,"POLYGON ((501237.65922709036 4142498.6746232957, 501237.65922709036 4142006.5116207274, 500743.85278999095 4142006.5116207264, 500743.8527899908 4142498.6746232957, 501237.65922709036 4142498.6746232957))",0,[],0.1832099999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
230,"POLYGON ((501237.65922709036 4142006.5116207274, 501237.6592270904 4141514.3486181567, 500743.8527899908 4141514.348618156, 500743.85278999095 4142006.5116207264, 501237.65922709036 4142006.5116207274))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
231,"POLYGON ((501237.6592270904 4141514.3486181567, 501237.6592270903 4141022.185615587, 500743.85278999084 4141022.1856155875, 500743.8527899908 4141514.348618156, 501237.6592270904 4141514.3486181567))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
232,"POLYGON ((501237.6592270903 4141022.185615587, 501237.6592270903 4140530.022613017, 500743.85278999084 4140530.022613017, 500743.85278999084 4141022.1856155875, 501237.6592270903 4141022.185615587))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
233,"POLYGON ((501237.6592270903 4140530.022613017, 501237.6592270905 4140037.8596104467, 500743.8527899907 4140037.859610447, 500743.85278999084 4140530.022613017, 501237.6592270903 4140530.022613017))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
234,"POLYGON ((501237.6592270905 4140037.8596104467, 501237.6592270903 4139545.696607878, 500743.8527899908 4139545.6966078775, 500743.8527899907 4140037.859610447, 501237.6592270905 4140037.8596104467))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
235,"POLYGON ((501237.6592270903 4139545.696607878, 501237.6592270903 4139053.533605307, 500743.8527899909 4139053.533605307, 500743.8527899908 4139545.6966078775, 501237.6592270903 4139545.696607878))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
236,"POLYGON ((501237.6592270903 4139053.533605307, 501237.6592270903 4138561.3706027376, 500743.85278999084 4138561.3706027376, 500743.8527899909 4139053.533605307, 501237.6592270903 4139053.533605307))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
237,"POLYGON ((501237.6592270903 4138561.3706027376, 501237.6592270903 4138069.207600169, 500743.8527899908 4138069.207600168, 500743.85278999084 4138561.3706027376, 501237.6592270903 4138561.3706027376))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
238,"POLYGON ((501237.6592270903 4138069.207600169, 501237.6592270903 4137577.0445975983, 500743.8527899907 4137577.0445975983, 500743.8527899908 4138069.207600168, 501237.6592270903 4138069.207600169))",0,[],0.1131953999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
239,"POLYGON ((501237.6592270903 4137577.0445975983, 501237.6592270904 4137084.8815950276, 500743.85278999095 4137084.8815950276, 500743.8527899907 4137577.0445975983, 501237.6592270903 4137577.0445975983))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
240,"POLYGON ((501237.6592270904 4137084.8815950276, 501237.6592270903 4136592.7185924593, 500743.8527899908 4136592.718592458, 500743.85278999095 4137084.8815950276, 501237.6592270904 4137084.8815950276))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
241,"POLYGON ((501237.6592270903 4136592.7185924593, 501237.65922709036 4136100.5555898896, 500743.85278999084 4136100.5555898887, 500743.8527899908 4136592.718592458, 501237.6592270903 4136592.7185924593))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
242,"POLYGON ((501237.65922709036 4136100.5555898896, 501237.6592270905 4135874.492849591, 501118.3278539647 4135903.0124100666, 500850.6333664295 4136006.3771494813, 500835.6963841998 4136005.5768731018, 500823.9645777355 4136005.2650757115, 500810.73671221576 4136001.813541554, 500802.8656862403 4135997.89659232, 500793.73743455537 4135993.1141973967, 500787.7525241138 4135987.2892701873, 500758.8356911348 4135975.149736077, 500743.8527899908 4135962.686051893, 500743.85278999084 4136100.5555898887, 501237.65922709036 4136100.5555898896))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
243,"POLYGON ((501237.65922709025 4145987.8373763934, 501241.58350233955 4145990.422587135, 501291.8895481719 4146024.9664529283, 501318.9917893537 4146046.2382649696, 501338.5685474493 4146064.3138260404, 501350.57575543306 4146078.704931195, 501367.2951757543 4146101.2732459977, 501411.0482363806 4146180.825908368, 501421.75484405964 4146197.125100027, 501432.7273488757 4146209.7188906167, 501446.9452145938 4146223.0454758443, 501459.63373489724 4146232.9326170813, 501473.5339931067 4146241.5330654266, 501494.41158608726 4146250.3677639854, 501519.12715985347 4146259.1255546594, 501619.50935866387 4146297.3750643414, 501642.58869827515 4146305.8999260226, 501700.76426866214 4146327.7449794407, 501731.46566418995 4146339.783198676, 501731.46566418995 4145943.8156412863, 501237.65922709025 4145943.815641286, 501237.65922709025 4145987.8373763934))",0,[],0.0873939999999999,Other,7,12,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
244,"POLYGON ((501731.46566418995 4145943.8156412863, 501731.46566418983 4145451.652638715, 501237.6592270903 4145451.6526387143, 501237.65922709025 4145943.815641286, 501731.46566418995 4145943.8156412863))",0,[],0.0873939999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
245,"POLYGON ((501731.46566418983 4145451.652638715, 501731.4656641899 4144959.4896361455, 501237.65922709036 4144959.4896361455, 501237.6592270903 4145451.6526387143, 501731.46566418983 4145451.652638715))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
246,"POLYGON ((501731.4656641899 4144959.4896361455, 501731.46566418995 4144467.326633575, 501237.6592270905 4144467.326633575, 501237.65922709036 4144959.4896361455, 501731.4656641899 4144959.4896361455))",0,[],0.0052345714285714,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
247,"POLYGON ((501731.46566418995 4144467.326633575, 501731.4656641899 4143975.163631007, 501237.6592270904 4143975.1636310057, 501237.6592270905 4144467.326633575, 501731.46566418995 4144467.326633575))",0,[],0.0858796874999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
248,"POLYGON ((501731.4656641899 4143975.163631007, 501731.46566419 4143483.000628436, 501237.6592270903 4143483.000628436, 501237.6592270904 4143975.1636310057, 501731.4656641899 4143975.163631007))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
249,"POLYGON ((501731.46566419 4143483.000628436, 501731.46566418995 4142990.8376258663, 501237.6592270903 4142990.8376258668, 501237.6592270903 4143483.000628436, 501731.46566419 4143483.000628436))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
250,"POLYGON ((501731.46566418995 4142990.8376258663, 501731.4656641898 4142498.674623296, 501237.65922709036 4142498.6746232957, 501237.6592270903 4142990.8376258668, 501731.46566418995 4142990.8376258663))",0,[],0.054963,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
251,"POLYGON ((501731.4656641898 4142498.674623296, 501731.4656641899 4142006.511620726, 501237.65922709036 4142006.5116207274, 501237.65922709036 4142498.6746232957, 501731.4656641898 4142498.674623296))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
252,"POLYGON ((501731.4656641899 4142006.511620726, 501731.46566418983 4141514.3486181567, 501237.6592270904 4141514.3486181567, 501237.65922709036 4142006.5116207274, 501731.4656641899 4142006.511620726))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
253,"POLYGON ((501731.46566418983 4141514.3486181567, 501731.46566419 4141022.185615586, 501237.6592270903 4141022.185615587, 501237.6592270904 4141514.3486181567, 501731.46566418983 4141514.3486181567))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
254,"POLYGON ((501731.46566419 4141022.185615586, 501731.46566418995 4140530.022613018, 501237.6592270903 4140530.022613017, 501237.6592270903 4141022.185615587, 501731.46566419 4141022.185615586))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
255,"POLYGON ((501731.46566418995 4140530.022613018, 501731.4656641898 4140037.8596104467, 501237.6592270905 4140037.8596104467, 501237.6592270903 4140530.022613017, 501731.46566418995 4140530.022613018))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,Catania,
