geometry,EV_stations_counts,EV_stations_geomery,population,landuse,nodes,edges,density,school_count,university_count,restaurant_count,place_of_worship_count,community_centre_count,townhall_count,parking_count,library_count,park_count,commercial_count,government_count,retail_count,oneway_exists,highway_types,average_lanes,average_maxspeed,city
"POLYGON ((499262.43347869226 4142990.8376258668, 499262.4334786923 4142498.674623296, 498768.62704159267 4142498.674623296, 498768.62704159255 4142990.8376258663, 499262.43347869226 4142990.8376258668))",0,[],0.038057,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.4334786923 4142498.674623296, 499262.43347869214 4142006.5116207264, 498768.62704159255 4142006.511620726, 498768.62704159267 4142498.674623296, 499262.4334786923 4142498.674623296))",0,[],0.038057,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.43347869214 4142006.5116207264, 499262.43347869226 4141514.3486181567, 498768.6270415927 4141514.3486181567, 498768.62704159255 4142006.511620726, 499262.43347869214 4142006.5116207264))",0,[],0.038057,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.43347869226 4141514.3486181567, 499262.4334786922 4141022.185615587, 498768.62704159255 4141022.1856155875, 498768.6270415927 4141514.3486181567, 499262.43347869226 4141514.3486181567))",0,[],0.0427769999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.4334786922 4141022.185615587, 499262.4334786923 4140530.022613017, 498768.6270415926 4140530.022613017, 498768.62704159255 4141022.1856155875, 499262.4334786922 4141022.185615587))",0,[],0.011407199999999973,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.4334786923 4140530.022613017, 499262.4334786921 4140037.8596104467, 498768.6270415926 4140037.8596104467, 498768.6270415926 4140530.022613017, 499262.4334786923 4140530.022613017))",0,[],0.005347124999999987,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.4334786921 4140037.8596104467, 499262.4334786921 4139545.696607878, 498768.62704159255 4139545.696607878, 498768.6270415926 4140037.8596104467, 499262.4334786921 4140037.8596104467))",0,[],0.193624,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.4334786921 4139545.696607878, 499262.4334786921 4139053.533605307, 498768.62704159267 4139053.533605307, 498768.62704159255 4139545.696607878, 499262.4334786921 4139545.696607878))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.4334786921 4139053.533605307, 499262.4334786922 4138561.3706027376, 498768.62704159267 4138561.3706027386, 498768.62704159267 4139053.533605307, 499262.4334786921 4139053.533605307))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.4334786922 4138561.3706027376, 499262.4334786922 4138069.207600168, 498768.62704159255 4138069.207600168, 498768.62704159267 4138561.3706027386, 499262.4334786922 4138561.3706027376))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.4334786922 4138069.207600168, 499262.4334786923 4137577.0445975983, 498768.62704159255 4137577.044597599, 498768.62704159255 4138069.207600168, 499262.4334786922 4138069.207600168))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.4334786923 4137577.0445975983, 499262.43347869214 4137084.881595029, 498768.6270415927 4137084.8815950276, 498768.62704159255 4137577.044597599, 499262.4334786923 4137577.0445975983))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.43347869214 4137084.881595029, 499262.43347869226 4136592.718592459, 498768.6270415927 4136592.718592458, 498768.6270415927 4137084.8815950276, 499262.43347869214 4137084.881595029))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.43347869226 4136592.718592459, 499262.4334786922 4136236.3202579543, 499259.31240754767 4136239.762742297, 499244.9608341225 4136247.6185963983, 499176.0417694748 4136249.2670227294, 499086.2503387391 4136217.83589053, 499064.593967696 4136222.242614226, 499000.9867244166 4136294.649586268, 498963.17483984237 4136320.1815465237, 498901.31767732283 4136357.620696653, 498874.5617767833 4136360.7083965978, 498852.77191942313 4136356.6620394434, 498768.6270415927 4136332.3898470094, 498768.6270415927 4136592.718592458, 499262.43347869226 4136592.718592459))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499262.4334786923 4145383.1483332464, 499289.73521684454 4145395.7674777177, 499306.00049365987 4145403.975800681, 499322.5224099639 4145414.5028183777, 499342.6707017007 4145428.624096745, 499370.65037753916 4145451.6526387143, 499756.2399157918 4145451.6526387157, 499756.2399157917 4144959.4896361455, 499262.4334786923 4144959.4896361455, 499262.4334786923 4145383.1483332464))",0,[],0.087394,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499370.65037753916 4145451.6526387143, 499391.8121655823 4145469.0697498685, 499443.2527789219 4145511.7676602844, 499485.17599393416 4145544.28201365, 499499.0087620819 4145554.143899068, 499549.5988178682 4145588.433131373, 499572.744452446 4145602.920916274, 499599.95832899574 4145618.895190127, 499712.8720945703 4145680.6962363455, 499739.65204507165 4145695.062326397, 499756.23991579167 4145703.586374717, 499756.2399157918 4145451.6526387157, 499370.65037753916 4145451.6526387143))",0,[],0.08739399999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157917 4144959.4896361455, 499756.23991579167 4144467.326633574, 499262.4334786922 4144467.326633574, 499262.4334786923 4144959.4896361455, 499756.2399157917 4144959.4896361455))",0,[],0.087394,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.23991579167 4144467.326633574, 499756.2399157917 4143975.1636310057, 499262.43347869226 4143975.1636310057, 499262.4334786922 4144467.326633574, 499756.23991579167 4144467.326633574))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157917 4143975.1636310057, 499756.2399157917 4143483.000628436, 499262.43347869214 4143483.000628436, 499262.43347869226 4143975.1636310057, 499756.2399157917 4143975.1636310057))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157917 4143483.000628436, 499756.2399157918 4142990.8376258668, 499262.43347869226 4142990.8376258668, 499262.43347869214 4143483.000628436, 499756.2399157917 4143483.000628436))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157918 4142990.8376258668, 499756.2399157917 4142498.6746232947, 499262.4334786923 4142498.674623296, 499262.43347869226 4142990.8376258668, 499756.2399157918 4142990.8376258668))",0,[],0.038057,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157917 4142498.6746232947, 499756.23991579167 4142006.5116207264, 499262.43347869214 4142006.5116207264, 499262.4334786923 4142498.674623296, 499756.2399157917 4142498.6746232947))",0,[],0.03488558333333334,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.23991579167 4142006.5116207264, 499756.2399157918 4141514.348618157, 499262.43347869226 4141514.3486181567, 499262.43347869214 4142006.5116207264, 499756.23991579167 4142006.5116207264))",0,[],0.025371333333333333,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157918 4141514.348618157, 499756.2399157918 4141022.1856155875, 499262.4334786922 4141022.185615587, 499262.43347869226 4141514.3486181567, 499756.2399157918 4141514.348618157))",0,[],0.0427769999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157918 4141022.1856155875, 499756.2399157919 4140530.022613017, 499262.4334786923 4140530.022613017, 499262.4334786922 4141022.185615587, 499756.2399157918 4141022.1856155875))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157919 4140530.022613017, 499756.23991579167 4140037.859610447, 499262.4334786921 4140037.8596104467, 499262.4334786923 4140530.022613017, 499756.2399157919 4140530.022613017))",0,[],0.0427769999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.23991579167 4140037.859610447, 499756.2399157917 4139545.696607878, 499262.4334786921 4139545.696607878, 499262.4334786921 4140037.8596104467, 499756.23991579167 4140037.859610447))",0,[],0.0427769999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157917 4139545.696607878, 499756.23991579167 4139053.5336053083, 499262.4334786921 4139053.533605307, 499262.4334786921 4139545.696607878, 499756.2399157917 4139545.696607878))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.23991579167 4139053.5336053083, 499756.23991579184 4138561.3706027395, 499262.4334786922 4138561.3706027376, 499262.4334786921 4139053.533605307, 499756.23991579167 4139053.5336053083))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.23991579184 4138561.3706027395, 499756.23991579184 4138069.207600168, 499262.4334786922 4138069.207600168, 499262.4334786922 4138561.3706027376, 499756.23991579184 4138561.3706027395))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.23991579184 4138069.207600168, 499756.2399157918 4137577.0445975983, 499262.4334786923 4137577.0445975983, 499262.4334786922 4138069.207600168, 499756.23991579184 4138069.207600168))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157918 4137577.0445975983, 499756.2399157918 4137084.8815950286, 499262.43347869214 4137084.881595029, 499262.4334786923 4137577.0445975983, 499756.2399157918 4137577.0445975983))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157918 4137084.8815950286, 499756.2399157919 4136592.7185924593, 499262.43347869226 4136592.718592459, 499262.43347869214 4137084.881595029, 499756.2399157918 4137084.8815950286))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.2399157919 4136592.7185924593, 499756.2399157919 4136189.1914511975, 499749.38681312464 4136186.1273508384, 499718.0960054369 4136165.9039420355, 499692.8341293528 4136131.058504499, 499675.7277521652 4136123.6483432474, 499610.32249893394 4136121.953751302, 499577.597375839 4136114.1562430034, 499548.8980540293 4136100.5555898887, 499399.70467360824 4136100.5555898887, 499358.9997004846 4136130.323047353, 499313.2990155428 4136180.2165018907, 499262.4334786922 4136236.3202579543, 499262.43347869226 4136592.718592459, 499756.2399157919 4136592.7185924593))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499548.8980540293 4136100.5555898887, 499537.33671960916 4136095.0766555774, 499513.98797398485 4136087.744831795, 499429.7586302513 4136087.6170259314, 499402.1788120949 4136098.7462578467, 499399.70467360824 4136100.5555898887, 499548.8980540293 4136100.5555898887))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((499756.23991579167 4145703.586374717, 499764.5215702713 4145707.8420880698, 499783.3239628121 4145715.5853194566, 499801.68409524235 4145722.08605507, 499820.20336395135 4145727.4108440606, 499829.5868027295 4145730.0066863587, 499997.30262247485 4145771.297505414, 500063.13619767776 4145787.6838580905, 500145.11828929966 4145806.988768257, 500184.42008853477 4145813.7459056014, 500250.0463528913 4145819.2354668556, 500250.04635289125 4145451.6526387157, 499756.2399157918 4145451.6526387157, 499756.23991579167 4145703.586374717))",0,[],0.08739399999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289125 4145451.6526387157, 500250.0463528912 4144959.4896361437, 499756.2399157917 4144959.4896361455, 499756.2399157918 4145451.6526387157, 500250.04635289125 4145451.6526387157))",0,[],0.087394,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.0463528912 4144959.4896361437, 500250.0463528913 4144467.326633575, 499756.23991579167 4144467.326633574, 499756.2399157917 4144959.4896361455, 500250.0463528912 4144959.4896361437))",0,[],0.043697,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.0463528913 4144467.326633575, 500250.04635289125 4143975.163631005, 499756.2399157917 4143975.1636310057, 499756.23991579167 4144467.326633574, 500250.0463528913 4144467.326633575))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289125 4143975.163631005, 500250.04635289125 4143483.000628436, 499756.2399157917 4143483.000628436, 499756.2399157917 4143975.1636310057, 500250.04635289125 4143975.163631005))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289125 4143483.000628436, 500250.0463528914 4142990.8376258668, 499756.2399157918 4142990.8376258668, 499756.2399157917 4143483.000628436, 500250.04635289125 4143483.000628436))",0,[],0.24522024999999997,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.0463528914 4142990.8376258668, 500250.0463528914 4142498.6746232957, 499756.2399157917 4142498.6746232947, 499756.2399157918 4142990.8376258668, 500250.0463528914 4142990.8376258668))",0,[],0.038057,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.0463528914 4142498.6746232957, 500250.0463528914 4142006.5116207264, 499756.23991579167 4142006.5116207264, 499756.2399157917 4142498.6746232947, 500250.0463528914 4142498.6746232957))",0,[],0.053020594594594586,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.0463528914 4142006.5116207264, 500250.04635289137 4141514.3486181567, 499756.2399157918 4141514.348618157, 499756.23991579167 4142006.5116207264, 500250.0463528914 4142006.5116207264))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289137 4141514.3486181567, 500250.04635289137 4141022.1856155875, 499756.2399157918 4141022.1856155875, 499756.2399157918 4141514.348618157, 500250.04635289137 4141514.3486181567))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289137 4141022.1856155875, 500250.04635289137 4140530.022613017, 499756.2399157919 4140530.022613017, 499756.2399157918 4141022.1856155875, 500250.04635289137 4141022.1856155875))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289137 4140530.022613017, 500250.04635289125 4140037.8596104467, 499756.23991579167 4140037.859610447, 499756.2399157919 4140530.022613017, 500250.04635289137 4140530.022613017))",0,[],0.14334166666666662,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289125 4140037.8596104467, 500250.04635289125 4139545.696607878, 499756.2399157917 4139545.696607878, 499756.23991579167 4140037.859610447, 500250.04635289125 4140037.8596104467))",0,[],0.193624,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289125 4139545.696607878, 500250.04635289125 4139053.533605308, 499756.23991579167 4139053.5336053083, 499756.2399157917 4139545.696607878, 500250.04635289125 4139545.696607878))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289125 4139053.533605308, 500250.04635289137 4138561.3706027376, 499756.23991579184 4138561.3706027395, 499756.23991579167 4139053.5336053083, 500250.04635289125 4139053.533605308))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289137 4138561.3706027376, 500250.0463528913 4138069.207600168, 499756.23991579184 4138069.207600168, 499756.23991579184 4138561.3706027395, 500250.04635289137 4138561.3706027376))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.0463528913 4138069.207600168, 500250.04635289125 4137577.0445975983, 499756.2399157918 4137577.0445975983, 499756.23991579184 4138069.207600168, 500250.0463528913 4138069.207600168))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289125 4137577.0445975983, 500250.04635289125 4137084.8815950286, 499756.2399157918 4137084.8815950286, 499756.2399157918 4137577.0445975983, 500250.04635289125 4137577.0445975983))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289125 4137084.8815950286, 500250.04635289137 4136592.7185924593, 499756.2399157919 4136592.7185924593, 499756.2399157918 4137084.8815950286, 500250.04635289125 4137084.8815950286))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.04635289137 4136592.7185924593, 500250.0463528914 4136107.2116880873, 500188.08743743115 4136124.9199815853, 500165.40297409444 4136139.2862619148, 500143.40024912567 4136159.61010648, 500119.7507613669 4136181.3207388395, 500087.9822769336 4136202.532118324, 500069.03464980825 4136208.6003717054, 500051.6188276647 4136208.7888444117, 500029.2005188182 4136202.354201837, 500004.063992264 4136197.1510543954, 499917.81711343635 4136204.0741286785, 499861.07187164336 4136209.1670365487, 499855.5646940021 4136209.799489308, 499850.9871851719 4136210.3209888227, 499830.2954288871 4136212.340495836, 499813.5084106823 4136219.5630636, 499796.4287620433 4136207.1603426873, 499756.2399157919 4136189.1914511975, 499756.2399157919 4136592.7185924593, 500250.04635289137 4136592.7185924593))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500250.0463528913 4145819.2354668556, 500267.074168405 4145820.6598239643, 500304.91671188135 4145823.7342129513, 500361.534547964 4145828.440413005, 500455.14418288803 4145864.85612596, 500500.38032923586 4145859.7553934623, 500595.53998723323 4145849.599375901, 500619.93126554706 4145847.7262373664, 500644.77346664475 4145847.4174856404, 500672.8877590006 4145848.46256256, 500692.308613535 4145849.473724857, 500743.8527899909 4145854.0152204363, 500743.8527899907 4145451.6526387143, 500250.04635289125 4145451.6526387157, 500250.0463528913 4145819.2354668556))",0,[],0.087394,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899907 4145451.6526387143, 500743.8527899907 4144959.489636146, 500250.0463528912 4144959.4896361437, 500250.04635289125 4145451.6526387157, 500743.8527899907 4145451.6526387143))",0,[],0.050979833333333335,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899907 4144959.489636146, 500743.85278999084 4144467.3266335754, 500250.0463528913 4144467.326633575, 500250.0463528912 4144959.4896361437, 500743.8527899907 4144959.489636146))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.85278999084 4144467.3266335754, 500743.8527899908 4143975.1636310066, 500250.04635289125 4143975.163631005, 500250.0463528913 4144467.326633575, 500743.85278999084 4144467.3266335754))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899908 4143975.1636310066, 500743.85278999084 4143483.0006284364, 500250.04635289125 4143483.000628436, 500250.04635289125 4143975.163631005, 500743.8527899908 4143975.1636310066))",0,[],0.0057253124999999995,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.85278999084 4143483.0006284364, 500743.85278999095 4142990.8376258668, 500250.0463528914 4142990.8376258668, 500250.04635289125 4143483.000628436, 500743.85278999084 4143483.0006284364))",0,[],0.2748149999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.85278999095 4142990.8376258668, 500743.8527899908 4142498.6746232957, 500250.0463528914 4142498.6746232957, 500250.0463528914 4142990.8376258668, 500743.85278999095 4142990.8376258668))",0,[],0.27481500000000003,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899908 4142498.6746232957, 500743.85278999095 4142006.5116207264, 500250.0463528914 4142006.5116207264, 500250.0463528914 4142498.6746232957, 500743.8527899908 4142498.6746232957))",0,[],0.02842913793103448,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.85278999095 4142006.5116207264, 500743.8527899908 4141514.348618156, 500250.04635289137 4141514.3486181567, 500250.0463528914 4142006.5116207264, 500743.85278999095 4142006.5116207264))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899908 4141514.348618156, 500743.85278999084 4141022.1856155875, 500250.04635289137 4141022.1856155875, 500250.04635289137 4141514.3486181567, 500743.8527899908 4141514.348618156))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.85278999084 4141022.1856155875, 500743.85278999084 4140530.022613017, 500250.04635289137 4140530.022613017, 500250.04635289137 4141022.1856155875, 500743.85278999084 4141022.1856155875))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.85278999084 4140530.022613017, 500743.8527899907 4140037.859610447, 500250.04635289125 4140037.8596104467, 500250.04635289137 4140530.022613017, 500743.85278999084 4140530.022613017))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899907 4140037.859610447, 500743.8527899908 4139545.6966078775, 500250.04635289125 4139545.696607878, 500250.04635289125 4140037.8596104467, 500743.8527899907 4140037.859610447))",0,[],0.003396912280701754,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899908 4139545.6966078775, 500743.8527899909 4139053.533605307, 500250.04635289125 4139053.533605308, 500250.04635289125 4139545.696607878, 500743.8527899908 4139545.6966078775))",0,[],0.16135333333333332,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899909 4139053.533605307, 500743.85278999084 4138561.3706027376, 500250.04635289137 4138561.3706027376, 500250.04635289125 4139053.533605308, 500743.8527899909 4139053.533605307))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.85278999084 4138561.3706027376, 500743.8527899908 4138069.207600168, 500250.0463528913 4138069.207600168, 500250.04635289137 4138561.3706027376, 500743.85278999084 4138561.3706027376))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899908 4138069.207600168, 500743.8527899907 4137577.0445975983, 500250.04635289125 4137577.0445975983, 500250.0463528913 4138069.207600168, 500743.8527899908 4138069.207600168))",0,[],0.16507662499999998,Other,9,20,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899907 4137577.0445975983, 500743.85278999095 4137084.8815950276, 500250.04635289125 4137084.8815950286, 500250.04635289125 4137577.0445975983, 500743.8527899907 4137577.0445975983))",0,[],0.188659,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.85278999095 4137084.8815950276, 500743.8527899908 4136592.718592458, 500250.04635289137 4136592.7185924593, 500250.04635289125 4137084.8815950286, 500743.85278999095 4137084.8815950276))",0,[],0.188659,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899908 4136592.718592458, 500743.85278999084 4136100.5555898887, 500273.33513708255 4136100.5555898896, 500250.0463528914 4136107.2116880873, 500250.04635289137 4136592.7185924593, 500743.8527899908 4136592.718592458))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.85278999084 4136100.5555898887, 500743.8527899908 4135962.686051893, 500735.18772250466 4135955.4779242054, 500690.35171926266 4135931.0339744, 500677.8674962522 4135926.91707122, 500654.11144502345 4135926.4603235167, 500623.44874520093 4135929.9082202883, 500596.85884748865 4135936.130024387, 500580.59295382764 4135944.2275132854, 500549.4689264789 4135962.8966453047, 500503.06130896293 4136003.2870527566, 500486.74235010456 4136014.158227204, 500357.59267482127 4136065.672340407, 500285.23546245415 4136097.154393261, 500273.33513708255 4136100.5555898896, 500743.85278999084 4136100.5555898887))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((500743.8527899909 4145854.0152204363, 500811.67205915425 4145859.990694919, 500833.60443731403 4145861.623706223, 500866.2374996808 4145865.7651675707, 500880.60830099304 4145868.695539909, 500910.7206001755 4145875.0557472063, 500943.0347108236 4145883.490925647, 501050.2523114386 4145914.6340463147, 501145.4858156027 4145943.815641284, 501237.65922709025 4145943.815641286, 501237.6592270903 4145451.6526387143, 500743.8527899907 4145451.6526387143, 500743.8527899909 4145854.0152204363))",0,[],0.087394,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((501145.4858156027 4145943.815641284, 501158.66271854704 4145947.8533278955, 501188.5704790257 4145958.6743763727, 501214.3123706934 4145972.457072998, 501237.65922709025 4145987.8373763934, 501237.65922709025 4145943.815641286, 501145.4858156027 4145943.815641284))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((501237.6592270903 4145451.6526387143, 501237.65922709036 4144959.4896361455, 500743.8527899907 4144959.489636146, 500743.8527899907 4145451.6526387143, 501237.6592270903 4145451.6526387143))",0,[],0.08739399999999999,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((501237.65922709036 4144959.4896361455, 501237.6592270905 4144467.326633575, 500743.85278999084 4144467.3266335754, 500743.8527899907 4144959.489636146, 501237.65922709036 4144959.4896361455))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
"POLYGON ((501237.6592270905 4144467.326633575, 501237.6592270904 4143975.1636310057, 500743.8527899908 4143975.1636310066, 500743.85278999084 4144467.3266335754, 501237.6592270905 4144467.326633575))",0,[],0.0,Other,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,Catania
