,location,gpsLat,gpsLong,polygon,EV_station_counts,population,school_count,university_count,restaurant_count,place_of_worship_count,community_centre_count,townhall_count,parking_count,library_count,park_count,cinema_count,commercial_count,government_count,civic_count,retail_count,landuse,oneway_exists,average_lanes,high_way,average_maxspeed,nodes,edges,density
72,Location 73,44.8443333333333,11.6511638888889,"POLYGON ((11.647996473109732 44.84207240400091, 11.647996473109732 44.8465942626657, 11.65433130466807 44.8465942626657, 11.65433130466807 44.84207240400091, 11.647996473109732 44.84207240400091))",1,1.2830935886524821,0,0,0,0,0,0,9,0,1,0,0,0,0,0,Other,yes,2,service,50.0,10,12,0.13333333333333333
73,Location 74,45.4091194444444,9.17494166666666,"POLYGON ((9.171742733772058 45.406858515112006, 9.171742733772058 45.411380373776794, 9.178140599561262 45.411380373776794, 9.178140599561262 45.406858515112006, 9.171742733772058 45.406858515112006))",1,7.833132868181818,2,0,0,1,0,0,3,0,1,0,1,0,0,1,residential,yes,3,service,46.5625,6,9,0.3
74,Location 75,44.7707555555556,10.7682722222222,"POLYGON ((10.765108844148841 44.76849462622321, 10.765108844148841 44.773016484888, 10.771435600295558 44.773016484888, 10.771435600295558 44.76849462622321, 10.765108844148841 44.76849462622321))",1,4.040563941704035,0,0,1,0,0,0,1,0,2,0,0,0,0,0,residential,yes,2,service,49.44444444444444,35,64,0.05378151260504202
75,Location 76,45.4833333333333,11.9,"POLYGON ((11.89679685578318 45.481072404000905, 11.89679685578318 45.48559426266569, 11.903203144216821 45.48559426266569, 11.903203144216821 45.481072404000905, 11.89679685578318 45.481072404000905))",1,1.4771893901515152,2,0,2,1,0,0,4,0,0,0,0,0,0,0,commercial,yes,2,secondary,35.0,43,81,0.044850498338870434
76,Location 77,45.7833333333333,12.5,"POLYGON ((12.49677966316512 45.78107240400091, 12.49677966316512 45.7855942626657, 12.50322033683488 45.7855942626657, 12.50322033683488 45.78107240400091, 12.49677966316512 45.78107240400091))",1,4.058795960629921,0,0,2,0,0,0,10,0,1,0,0,0,0,1,residential,yes,2,service,40.0,38,75,0.05334281650071124
77,Location 78,45.4450972222222,12.2047666666667,"POLYGON ((12.201565694240864 45.44283629288981, 12.201565694240864 45.447358151554596, 12.207967639092535 45.447358151554596, 12.207967639092535 45.44283629288981, 12.201565694240864 45.44283629288981))",1,0.0753752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,commercial,yes,2,unclassified,70.0,17,27,0.09926470588235294
78,Location 79,45.7744222222222,12.8244333333333,"POLYGON ((12.821213511116287 45.772161292889805, 12.821213511116287 45.77668315155459, 12.827653155550312 45.77668315155459, 12.827653155550312 45.772161292889805, 12.821213511116287 45.772161292889805))",1,1.7359311202185792,0,0,1,1,0,0,8,0,3,0,0,0,0,0,residential,yes,2,residential,30.0,48,93,0.041223404255319146
79,Location 80,44.6727583333333,10.7020166666667,"POLYGON ((10.698858642324062 44.670497404000905, 10.698858642324062 44.67501926266569, 10.705174691009336 44.67501926266569, 10.705174691009336 44.670497404000905, 10.698858642324062 44.670497404000905))",1,1.202267908045977,0,0,0,0,0,0,1,0,1,0,1,0,0,0,residential,yes,1,primary,55.0,12,18,0.13636363636363635
80,Location 81,45.5032666666667,12.2916083333333,"POLYGON ((12.288404055178436 45.5010057373343, 12.288404055178436 45.50552759599909, 12.294812611488165 45.50552759599909, 12.294812611488165 45.5010057373343, 12.288404055178436 45.5010057373343))",1,3.426566770992366,0,0,1,0,0,0,2,0,4,0,0,0,0,0,residential,yes,1,tertiary,,24,39,0.07065217391304347
81,Location 82,45.3666666666667,11.8333333333333,"POLYGON ((11.830136802068754 45.36440573733431, 11.830136802068754 45.3689275959991, 11.836529864597846 45.3689275959991, 11.836529864597846 45.36440573733431, 11.830136802068754 45.36440573733431))",1,2.5692093054393306,0,0,0,0,0,0,2,0,2,0,0,0,0,1,Other,no,1,residential,40.0,9,16,0.2222222222222222
82,Location 83,45.5166666666667,12.1833333333333,"POLYGON ((12.180128292229544 45.51440573733431, 12.180128292229544 45.518927595999095, 12.186538374437056 45.518927595999095, 12.186538374437056 45.51440573733431, 12.180128292229544 45.51440573733431))",1,2.873444854651163,1,0,0,2,2,0,8,0,8,0,0,0,0,0,Other,yes,2,residential,50.0,63,118,0.030209933435739886
83,Location 84,45.4492527777778,11.9881166666667,"POLYGON ((11.98491545841919 45.44699184844541, 11.98491545841919 45.451513707110195, 11.99131787491421 45.451513707110195, 11.99131787491421 45.44699184844541, 11.98491545841919 45.44699184844541))",1,2.074916229508197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,2,residential,50.0,0,0,0.0
84,Location 85,44.0001799,12.5881299,"POLYGON ((12.585007891811506 43.997918970667605, 12.585007891811506 44.00244082933239, 12.591251908188495 44.00244082933239, 12.591251908188495 43.997918970667605, 12.585007891811506 43.997918970667605))",1,0.613043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,,residential,,2,2,1.0
85,Location 86,45.4,12.0166666666667,"POLYGON ((12.013468250127886 45.397739070667605, 12.013468250127886 45.40226092933239, 12.019865083205513 45.40226092933239, 12.019865083205513 45.397739070667605, 12.013468250127886 45.397739070667605))",1,1.2242105100671141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,,2,tertiary,50.0,3,4,0.6666666666666666
86,Location 87,44.8065833333333,10.8919,"POLYGON ((10.888734657755089 44.80432240400091, 10.888734657755089 44.808844262665694, 10.89506534224491 44.808844262665694, 10.89506534224491 44.80432240400091, 10.888734657755089 44.80432240400091))",1,0.6235459999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,yes,1,primary,48.57142857142857,13,18,0.11538461538461539
87,Location 88,45.4847708,11.9995564,"POLYGON ((11.996353174050519 45.482509870667606, 11.996353174050519 45.487031729332394, 12.00275962594948 45.487031729332394, 12.00275962594948 45.482509870667606, 11.996353174050519 45.482509870667606))",1,0.812289219512195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,commercial,yes,,service,,0,0,0.0
88,Location 89,45.5342527777778,12.1811583333333,"POLYGON ((12.177952290120562 45.53199184844541, 12.177952290120562 45.536513707110196, 12.18436437654604 45.536513707110196, 12.18436437654604 45.53199184844541, 12.177952290120562 45.53199184844541))",1,1.2607990865384617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,residential,no,1,service,56.666666666666664,9,18,0.25
89,Location 90,45.7265111111111,8.44483888888889,"POLYGON ((8.441621829394903 45.72425018177871, 8.441621829394903 45.728772040443495, 8.448055948382878 45.728772040443495, 8.448055948382878 45.72425018177871, 8.441621829394903 45.72425018177871))",1,0.6615694296577946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,commercial,no,2,service,,0,0,0.0
90,Location 91,44.916025,9.91924722222222,"POLYGON ((9.916075857277168 44.913764070667604, 9.916075857277168 44.91828592933239, 9.922418587167272 44.91828592933239, 9.922418587167272 44.913764070667604, 9.916075857277168 44.913764070667604))",1,0.7488375255474453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,,2,unclassified,,6,14,0.4666666666666667
91,Location 92,44.7753,10.7627027777778,"POLYGON ((10.75953915076972 44.77303907066761, 10.75953915076972 44.777560929332395, 10.76586640478588 44.777560929332395, 10.76586640478588 44.77303907066761, 10.75953915076972 44.77303907066761))",1,0.8045308823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,yes,2,service,50.0,2,2,1.0
92,Location 93,45.7821888888889,12.411675,"POLYGON ((12.408454729270506 45.77992795955651, 12.408454729270506 45.7844498182213, 12.414895270729495 45.7844498182213, 12.414895270729495 45.77992795955651, 12.408454729270506 45.77992795955651))",1,0.3521353899371069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,commercial,yes,,secondary,56.666666666666664,13,20,0.1282051282051282
93,Location 94,45.5278055555556,11.984275,"POLYGON ((11.981069324276996 45.52554462622321, 11.981069324276996 45.530066484887996, 11.987480675723004 45.530066484887996, 11.987480675723004 45.52554462622321, 11.981069324276996 45.52554462622321))",1,1.286453847826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,2,secondary,50.0,0,0,0.0
94,Location 95,45.6520205,12.2203128,"POLYGON ((12.217100022036703 45.649759570667605, 12.217100022036703 45.65428142933239, 12.223525577963297 45.65428142933239, 12.223525577963297 45.649759570667605, 12.217100022036703 45.649759570667605))",1,0.7870913186813187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,yes,2,residential,90.0,2,1,0.5
95,Location 96,44.1739527777778,12.2249083333333,"POLYGON ((12.221777139916586 44.171691848445406, 12.221777139916586 44.17621370711019, 12.228039526750013 44.17621370711019, 12.228039526750013 44.171691848445406, 12.221777139916586 44.171691848445406))",1,0.7518024897959183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,unclassified,50.0,14,20,0.10989010989010989
96,Location 97,45.6817333333333,8.45666388888889,"POLYGON ((8.453449405125925 45.679472404000904, 8.453449405125925 45.68399426266569, 8.459878372651856 45.68399426266569, 8.459878372651856 45.679472404000904, 8.453449405125925 45.679472404000904))",1,0.9893666187845304,0,0,0,1,0,0,0,0,0,0,0,0,0,1,other,no,2,unclassified,,7,12,0.2857142857142857
97,Location 98,45.4450514,12.0020165,"POLYGON ((11.998815530174221 45.4427904706676, 11.998815530174221 45.44731232933239, 12.005217469825778 45.44731232933239, 12.005217469825778 45.4427904706676, 11.998815530174221 45.4427904706676))",1,0.6859097088607595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,,unclassified,50.0,2,2,1.0
98,Location 99,45.0,9.0,"POLYGON ((8.99682399038274 44.997739070667606, 8.99682399038274 45.002260929332394, 9.00317600961726 45.002260929332394, 9.00317600961726 44.997739070667606, 8.99682399038274 44.997739070667606))",1,2.8217542222222223,0,0,0,0,0,0,0,0,3,0,0,0,0,0,residential,,,service,50.0,13,32,0.20512820512820512
99,Location 100,45.6226222222222,12.5499777777778,"POLYGON ((12.546766684925414 45.620361292889804, 12.546766684925414 45.62488315155459, 12.553188870630185 45.62488315155459, 12.553188870630185 45.620361292889804, 12.546766684925414 45.620361292889804))",1,0.7147204149659864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,residential,yes,2,unclassified,50.0,16,30,0.125
100,Location 101,44.8542222222222,10.7386611111111,"POLYGON ((10.735493151477957 44.851961292889804, 10.735493151477957 44.85648315155459, 10.741829070744242 44.85648315155459, 10.741829070744242 44.851961292889804, 10.735493151477957 44.851961292889804))",1,1.279414445945946,0,0,1,1,0,0,0,0,1,0,0,0,0,0,residential,yes,2,residential,50.0,29,51,0.06280788177339902
101,Location 102,44.9448833333333,9.74324166666667,"POLYGON ((9.740068707863474 44.94262240400091, 9.740068707863474 44.947144262665695, 9.746414625469866 44.947144262665695, 9.746414625469866 44.94262240400091, 9.740068707863474 44.94262240400091))",1,0.42200384328358204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,residential,yes,2,unclassified,90.0,36,60,0.047619047619047616
102,Location 103,45.71665,11.99917,"POLYGON ((11.99595350826513 45.71438907066761, 11.99595350826513 45.718910929332395, 12.00238649173487 45.718910929332395, 12.00238649173487 45.71438907066761, 11.99595350826513 45.71438907066761))",1,0.7386055522388059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,,,unclassified,,3,4,0.6666666666666666
103,Location 104,45.2010666666667,9.19451111111111,"POLYGON ((9.191323897079902 45.198805737334304, 9.191323897079902 45.20332759599909, 9.197698325142317 45.20332759599909, 9.197698325142317 45.198805737334304, 9.191323897079902 45.198805737334304))",1,0.08934861538461539,0,0,0,0,0,0,2,0,0,0,1,0,0,0,other,yes,2,service,70.0,0,0,0.0
104,Location 105,44.9078555555556,10.6583638888889,"POLYGON ((10.655192974708948 44.905594626223206, 10.655192974708948 44.91011648488799, 10.661534803068852 44.91011648488799, 10.661534803068852 44.905594626223206, 10.655192974708948 44.905594626223206))",1,2.844344185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,yes,2,service,50.0,4,6,0.5
105,Location 106,44.56573,11.31953,"POLYGON ((11.316377791589241 44.56346907066761, 11.316377791589241 44.567990929332396, 11.32268220841076 44.567990929332396, 11.32268220841076 44.56346907066761, 11.316377791589241 44.56346907066761))",1,0.6339188666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,residential,,,tertiary,,0,0,0.0
106,Location 107,45.417875,12.0,"POLYGON ((11.996800571120332 45.41561407066761, 11.996800571120332 45.420135929332396, 12.003199428879668 45.420135929332396, 12.003199428879668 45.41561407066761, 11.996800571120332 45.41561407066761))",1,3.1893208757396447,0,0,0,0,0,0,4,0,2,0,0,0,0,0,residential,yes,2,residential,40.0,25,57,0.095
107,Location 108,45.4454444444444,12.2055277777778,"POLYGON ((12.20232678564959 45.443183515112004, 12.20232678564959 45.44770537377679, 12.20872876990601 45.44770537377679, 12.20872876990601 45.443183515112004, 12.20232678564959 45.443183515112004))",1,0.05383942857142857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,commercial,yes,2,unclassified,70.0,15,24,0.11428571428571428
108,Location 109,45.6405666666667,12.5999361111111,"POLYGON ((12.59672398999298 45.638305737334306, 12.59672398999298 45.642827595999094, 12.60314823222922 45.642827595999094, 12.60314823222922 45.638305737334306, 12.59672398999298 45.638305737334306))",44,0.1612701818181818,0,0,0,0,0,0,15,0,0,0,2,0,0,1,commercial,yes,2,service,50.0,17,24,0.08823529411764706
109,Location 110,44.6108586,11.3008609,"POLYGON ((11.297706243252014 44.608597670667606, 11.297706243252014 44.613119529332394, 11.304015556747986 44.613119529332394, 11.304015556747986 44.608597670667606, 11.297706243252014 44.608597670667606))",1,0.6624900606060606,0,0,1,0,0,0,1,0,0,0,0,0,0,0,residential,yes,,service,90.0,0,0,0.0
110,Location 111,44.9088694444444,11.0,"POLYGON ((10.996829029887211 44.906608515112005, 10.996829029887211 44.91113037377679, 11.003170970112789 44.91113037377679, 11.003170970112789 44.906608515112005, 10.996829029887211 44.906608515112005))",1,0.40692203571428565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,commercial,yes,2,service,50.0,5,10,0.5
111,Location 112,45.5666972222222,12.1717611111111,"POLYGON ((12.168553216678381 45.56443629288981, 12.168553216678381 45.5689581515546, 12.17496900554382 45.5689581515546, 12.17496900554382 45.56443629288981, 12.168553216678381 45.56443629288981))",1,0.7540437708333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,commercial,yes,1,secondary,30.0,14,20,0.10989010989010989
112,Location 113,45.6261205,11.9988321,"POLYGON ((11.995620806763112 45.623859570667605, 11.995620806763112 45.62838142933239, 12.002043393236887 45.62838142933239, 12.002043393236887 45.623859570667605, 11.995620806763112 45.623859570667605))",1,0.679246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,1,unclassified,50.0,0,0,0.0
113,Location 114,44.7221666666667,10.4730277777778,"POLYGON ((10.469867057608747 44.71990573733431, 10.469867057608747 44.724427595999096, 10.476188497946852 44.724427595999096, 10.476188497946852 44.71990573733431, 10.469867057608747 44.71990573733431))",1,0.7559192777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,2,tertiary,70.0,0,0,0.0
114,Location 115,45.6379666666667,12.3963527777778,"POLYGON ((12.393140805707102 45.635705737334305, 12.393140805707102 45.64022759599909, 12.399564749848498 45.64022759599909, 12.399564749848498 45.635705737334305, 12.393140805707102 45.635705737334305))",1,0.71965,0,0,1,0,0,0,2,0,0,0,1,0,0,0,Other,,2,service,75.0,0,0,0.0
115,Location 116,44.99742,9.73442,"POLYGON ((9.73124413338719 44.995159070667604, 9.73124413338719 44.99968092933239, 9.73759586661281 44.99968092933239, 9.73759586661281 44.995159070667604, 9.73124413338719 44.995159070667604))",1,0.7444488695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,no,,secondary,,0,0,0.0
116,Location 117,45.220989,11.7085078,"POLYGON ((11.705319469352327 45.21872807066761, 11.705319469352327 45.2232499293324, 11.711696130647672 45.2232499293324, 11.711696130647672 45.21872807066761, 11.705319469352327 45.21872807066761))",1,0.4527938484848485,0,0,0,0,0,0,1,0,0,0,0,0,0,1,commercial,no,1,service,,8,14,0.25
117,Location 118,45.3715567,10.9983083,"POLYGON ((10.995111492370665 45.369295770667605, 10.995111492370665 45.37381762933239, 11.001505107629335 45.37381762933239, 11.001505107629335 45.369295770667605, 10.995111492370665 45.369295770667605))",1,0.2544175985915493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,,,path,,0,0,0.0
118,Location 119,43.9166666666667,12.6333333333333,"POLYGON ((12.630215710130413 43.914405737334306, 12.630215710130413 43.918927595999094, 12.636450956536189 43.918927595999094, 12.636450956536189 43.914405737334306, 12.630215710130413 43.914405737334306))",1,0.559227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,,unclassified,,0,0,0.0
119,Location 120,44.5573499,10.9986799,"POLYGON ((10.995528145596731 44.555088970667605, 10.995528145596731 44.55961082933239, 11.00183165440327 44.55961082933239, 11.00183165440327 44.555088970667605, 10.995528145596731 44.555088970667605))",1,0.5129084444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,,,service,43.333333333333336,0,0,0.0
120,Location 121,45.8091861111111,12.2497111111111,"POLYGON ((12.246489279902283 45.80692518177871, 12.246489279902283 45.8114470404435, 12.252932942319918 45.8114470404435, 12.252932942319918 45.80692518177871, 12.246489279902283 45.80692518177871))",1,0.09961888741721854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,residential,no,2,service,70.0,0,0,0.0
121,Location 122,45.7834861111111,12.5720083333333,"POLYGON ((12.56878798767337 45.78122518177871, 12.56878798767337 45.785747040443496, 12.575228678993232 45.785747040443496, 12.575228678993232 45.78122518177871, 12.56878798767337 45.78122518177871))",1,0.9178898859649122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,track,57.5,3,4,0.6666666666666666
122,Location 123,44.0999793,12.482677,"POLYGON ((12.479549726763791 44.09771837066761, 12.479549726763791 44.102240229332395, 12.48580427323621 44.102240229332395, 12.48580427323621 44.09771837066761, 12.479549726763791 44.09771837066761))",1,0.5656304318181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,,residential,,0,0,0.0
123,Location 124,44.45,11.8666666666667,"POLYGON ((11.863520710651745 44.44773907066761, 11.863520710651745 44.4522609293324, 11.869812622681653 44.4522609293324, 11.869812622681653 44.44773907066761, 11.863520710651745 44.44773907066761))",1,1.0782256666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,,path,,0,0,0.0
124,Location 125,43.7450416666667,13.1760027777778,"POLYGON ((13.172894106759337 43.74278073733431, 13.172894106759337 43.747302595999095, 13.179111448796263 43.747302595999095, 13.179111448796263 43.74278073733431, 13.172894106759337 43.74278073733431))",1,3.200201715909091,0,0,0,0,0,0,2,0,0,0,0,0,0,2,residential,yes,1,residential,48.18181818181818,20,31,0.08157894736842106
125,Location 126,45.7663777777778,12.610925,"POLYGON ((12.607705642142632 45.764116848445404, 12.607705642142632 45.76863870711019, 12.614144357857368 45.76863870711019, 12.614144357857368 45.764116848445404, 12.607705642142632 45.764116848445404))",1,0.914385393939394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,yes,2,residential,70.0,8,11,0.19642857142857142
126,Location 127,43.9152899,12.71801,"POLYGON ((12.714892448927605 43.913028970667604, 12.714892448927605 43.91755082933239, 12.721127551072394 43.91755082933239, 12.721127551072394 43.913028970667604, 12.714892448927605 43.913028970667604))",1,0.5284203333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,,residential,,0,0,0.0
127,Location 128,45.6782791,12.0001547,"POLYGON ((11.996940414680385 45.676018170667604, 11.996940414680385 45.68054002933239, 12.003368985319614 45.68054002933239, 12.003368985319614 45.676018170667604, 11.996940414680385 45.676018170667604))",1,0.422601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,commercial,,,track,,0,0,0.0
128,Location 129,44.9997899,9.30202,"POLYGON ((9.298844002028904 44.99752897066761, 9.298844002028904 45.0020508293324, 9.305195997971097 45.0020508293324, 9.305195997971097 44.99752897066761, 9.298844002028904 44.99752897066761))",1,0.4335965161290322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,,,service,,2,2,1.0
129,Location 130,45.70312,8.58353,"POLYGON ((8.58031428678162 45.700859070667605, 8.58031428678162 45.70538092933239, 8.586745713218379 45.70538092933239, 8.586745713218379 45.700859070667605, 8.58031428678162 45.700859070667605))",1,2.9322738703703704,0,0,0,0,0,0,4,0,0,0,0,0,0,0,residential,no,3,service,130.0,8,14,0.25
130,Location 131,44.0,12.4818111111111,"POLYGON ((12.47868911238891 43.997739070667606, 12.47868911238891 44.002260929332394, 12.484933109833289 44.002260929332394, 12.484933109833289 43.997739070667606, 12.47868911238891 43.997739070667606))",1,0.523938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,,tertiary,,0,0,0.0
131,Location 132,45.7695333333333,13.64645,"POLYGON ((13.643230460014037 45.767272404000906, 13.643230460014037 45.77179426266569, 13.649669539985963 45.77179426266569, 13.649669539985963 45.767272404000906, 13.643230460014037 45.767272404000906))",1,1.1934681666666667,0,0,0,0,0,0,7,0,0,0,1,0,0,2,residential,yes,2,service,70.0,6,5,0.16666666666666666
132,Location 133,45.0169868,11.7980126,"POLYGON ((11.79483564835452 45.014725870667604, 11.79483564835452 45.01924772933239, 11.80118955164548 45.01924772933239, 11.80118955164548 45.014725870667604, 11.79483564835452 45.014725870667604))",1,0.2578377777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,yes,,unclassified,,0,0,0.0
