connector_station_id,chargePointIdentity,station_city,gpsLat,gpsLong,station_brand,serialNumber,station_installation_year,station_installation_month,station_installation_week
581004,IT*F2X*EF2XITA7002*1,Civitella In Val di Chiana,43.40554,11.763788,alpitronic GmbH,HYC_300_22BZ5324B - HYC_300_22BZ5324B,0,0,0
581004,IT*F2X*EF2XITA7002*2,Civitella In Val di Chiana,43.40554,11.763788,alpitronic GmbH,HYC_300_22BZ5324B - HYC_300_22BZ5324B,0,0,0
581005,IT*F2X*EF2XITA7051*1,Civitella In Val di Chiana,43.405595,11.763815,EVTEC,22491972 10941.1A - 22491972 10941.1A,2023,4,16
581005,IT*F2X*EF2XITA7051*2,Civitella In Val di Chiana,43.405595,11.763815,EVTEC,22491972 10941.1A - 22491972 10941.1A,2023,4,16
581005,IT*F2X*EF2XITA7051*3,Civitella In Val di Chiana,43.405595,11.763815,EVTEC,22491972 10941.1A - 22491972 10941.1A,2023,4,16
620245,IT*F2X*EF2XITA7101*1,Civitella In Val di Chiana,43.407976,11.762806,alpitronic GmbH,HYC_300_22BZ6973B - HYC_300_22BZ6973B,2023,5,19
620245,IT*F2X*EF2XITA7101*2,Civitella In Val di Chiana,43.407976,11.762806,alpitronic GmbH,HYC_300_22BZ6973B - HYC_300_22BZ6973B,2023,5,19
620246,IT*F2X*EF2XITA7102*1,Civitella In Val di Chiana,43.407978,11.762863,alpitronic GmbH,HYC_300_22BZ6972B - HYC_300_22BZ6972B,2023,5,19
620246,IT*F2X*EF2XITA7102*2,Civitella In Val di Chiana,43.407978,11.762863,alpitronic GmbH,HYC_300_22BZ6972B - HYC_300_22BZ6972B,2023,5,19
620248,IT*F2X*EF2XITA7151*1,Civitella In Val di Chiana,43.408129,11.76261,EVTEC,22501971 10941.1A - 22501971 10941.1A,2023,5,19
620248,IT*F2X*EF2XITA7151*2,Civitella In Val di Chiana,43.408129,11.76261,EVTEC,22501971 10941.1A - 22501971 10941.1A,2023,5,19
620248,IT*F2X*EF2XITA7151*3,Civitella In Val di Chiana,43.408129,11.76261,EVTEC,22501971 10941.1A - 22501971 10941.1A,2023,5,19
620249,IT*F2X*EF2XITM1002*1,Bentivoglio,44.621103,11.419783,alpitronic GmbH,HYC_300_22BZ6978B - HYC_300_22BZ6978B,2023,6,23
404372,IT*F2X*EF2XITN3651*1,Riccione,43.994228,12.61838,EVTEC,22201385 10941.0B - 22201385 10941.0B,2022,7,27
404372,IT*F2X*EF2XITN3651*2,Riccione,43.994228,12.61838,EVTEC,22201385 10941.0B - 22201385 10941.0B,2022,7,27
404372,IT*F2X*EF2XITN3651*3,Riccione,43.994228,12.61838,EVTEC,22201385 10941.0B - 22201385 10941.0B,2022,7,27
579194,IT*F2X*EF2XITN1101*1,Castel San Pietro Terme,44.427775,11.599347,alpitronic GmbH,HYC_400_24BZ5258D - HYC_400_24BZ5258D,2023,4,14
579194,IT*F2X*EF2XITN1101*2,Castel San Pietro Terme,44.427775,11.599347,alpitronic GmbH,HYC_400_24BZ5258D - HYC_400_24BZ5258D,2023,4,14
579195,IT*F2X*EF2XITN1102*1,Castel San Pietro Terme,44.4278,11.599364,alpitronic GmbH,HYC_300_22BZ2238B - HYC_300_22BZ2238B,2023,4,14
579195,IT*F2X*EF2XITN1102*2,Castel San Pietro Terme,44.4278,11.599364,alpitronic GmbH,HYC_300_22BZ2238B - HYC_300_22BZ2238B,2023,4,14
579196,IT*F2X*EF2XITN1151*1,Castel San Pietro Terme,44.427628,11.599236,EVTEC,23092087 10941.1A - 23092087 10941.1A,2023,4,14
422088,IT*F2X*EF2XITN8001*1,Torre Cerrano,42.531713,14.12447,alpitronic GmbH,HYC_300_22BZ0689B - HYC_300_22BZ0689B,2022,9,38
422088,IT*F2X*EF2XITN8001*2,Torre Cerrano,42.531713,14.12447,alpitronic GmbH,HYC_300_22BZ0689B - HYC_300_22BZ0689B,2022,9,38
422089,IT*F2X*EF2XITN8002*1,Torre Cerrano,42.531736,14.124386,alpitronic GmbH,HYC_300_22BZ0688B - HYC_300_22BZ0688B,2022,9,38
422089,IT*F2X*EF2XITN8002*2,Torre Cerrano,42.531736,14.124386,alpitronic GmbH,HYC_300_22BZ0688B - HYC_300_22BZ0688B,2022,9,38
579196,IT*F2X*EF2XITN1151*2,Castel San Pietro Terme,44.427628,11.599236,EVTEC,23092087 10941.1A - 23092087 10941.1A,2023,4,14
579196,IT*F2X*EF2XITN1151*3,Castel San Pietro Terme,44.427628,11.599236,EVTEC,23092087 10941.1A - 23092087 10941.1A,2023,4,14
620251,IT*F2X*EF2XITM1001*2,Bentivoglio,44.621103,11.419783,alpitronic GmbH,HYC_300_22BZ5322B - HYC_300_22BZ5322B,2023,5,19
620253,IT*F2X*EF2XITY3001*1,Casale sul Sile,45.607796,12.298567,alpitronic GmbH,HYC_300_22BZ3002B - HYC_300_22BZ3002B,2023,5,19
620253,IT*F2X*EF2XITY3001*2,Casale sul Sile,45.607796,12.298567,alpitronic GmbH,HYC_300_22BZ3002B - HYC_300_22BZ3002B,2023,5,19
620254,IT*F2X*EF2XITY3002*1,Casale sul Sile,45.607797,12.298652,alpitronic GmbH,HYC_300_22BZ0672B - HYC_300_22BZ0672B,2023,5,19
620254,IT*F2X*EF2XITY3002*2,Casale sul Sile,45.607797,12.298652,alpitronic GmbH,HYC_300_22BZ0672B - HYC_300_22BZ0672B,2023,5,19
620255,IT*F2X*EF2XITY3051*1,Casale sul Sile,45.607532,12.298706,EVTEC,23112073 10941.1A - 23112073 10941.1A,2023,5,19
620255,IT*F2X*EF2XITY3051*2,Casale sul Sile,45.607532,12.298706,EVTEC,23112073 10941.1A - 23112073 10941.1A,2023,5,19
620255,IT*F2X*EF2XITY3051*3,Casale sul Sile,45.607532,12.298706,EVTEC,23112073 10941.1A - 23112073 10941.1A,2023,5,19
620258,IT*F2X*EF2XITO1101*1,Chieuti,41.908914,15.168433,alpitronic GmbH,HYC_300_22BZ0681B - HYC_300_22BZ0681B,2023,5,19
620258,IT*F2X*EF2XITO1101*2,Chieuti,41.908914,15.168433,alpitronic GmbH,HYC_300_22BZ0681B - HYC_300_22BZ0681B,2023,5,19
620259,IT*F2X*EF2XITO1102*1,Chieuti,41.908932,15.168601,alpitronic GmbH,HYC_300_22BZ0683B - HYC_300_22BZ0683B,2023,5,19
620259,IT*F2X*EF2XITO1102*2,Chieuti,41.908932,15.168601,alpitronic GmbH,HYC_300_22BZ0683B - HYC_300_22BZ0683B,2023,5,19
620260,IT*F2X*EF2XITO1151*1,Chieuti,41.908973,15.168712,EVTEC,22471954 10941.1A - 22471954 10941.1A,2023,5,19
620260,IT*F2X*EF2XITO1151*2,Chieuti,41.908973,15.168712,EVTEC,22471954 10941.1A - 22471954 10941.1A,2023,5,19
620260,IT*F2X*EF2XITO1151*3,Chieuti,41.908973,15.168712,EVTEC,22471954 10941.1A - 22471954 10941.1A,2023,5,19
481645,IT*F2X*EF2XITB2601*1,Roma,41.889533,12.758343,alpitronic GmbH,HYC_300_22BZ3019B - HYC_300_22BZ3019B,2023,2,7
481645,IT*F2X*EF2XITB2601*2,Roma,41.889533,12.758343,alpitronic GmbH,HYC_300_22BZ3019B - HYC_300_22BZ3019B,2023,2,7
481646,IT*F2X*EF2XITB2602*1,Roma,41.889566,12.758418,alpitronic GmbH,HYC_300_22BZ3017B - HYC_300_22BZ3017B,2023,2,7
481646,IT*F2X*EF2XITB2602*2,Roma,41.889566,12.758418,alpitronic GmbH,HYC_300_22BZ3017B - HYC_300_22BZ3017B,2023,2,7
1024709,IT*F2X*EF2XITX2003*1,Belforte Monferrato,44.591463,8.665741,alpitronic GmbH,HYC_300_24BZ1707B - HYC_300_24BZ1707B,2024,7,30
1024709,IT*F2X*EF2XITX2003*2,Belforte Monferrato,44.591463,8.665741,alpitronic GmbH,HYC_300_24BZ1707B - HYC_300_24BZ1707B,2024,7,30
1024710,IT*F2X*EF2XITX2004*1,Belforte Monferrato,44.591528,8.66577,alpitronic GmbH,HYC_300_24BZ1714B - HYC_300_24BZ1714B,2024,7,30
1024710,IT*F2X*EF2XITX2004*2,Belforte Monferrato,44.591528,8.66577,alpitronic GmbH,HYC_300_24BZ1714B - HYC_300_24BZ1714B,2024,7,30
909477,IT*F2X*EF2XITD0102*1,Novate Milanese,45.530277,9.14942,alpitronic GmbH,HYC_300_23BZ1516B - HYC_300_23BZ1516B,0,0,0
909477,IT*F2X*EF2XITD0102*2,Novate Milanese,45.530277,9.14942,alpitronic GmbH,HYC_300_23BZ1516B - HYC_300_23BZ1516B,0,0,0
909478,IT*F2X*EF2XITD0101*1,Novate Milanese,45.5303,9.14942,alpitronic GmbH,HYC_300_23BZ1505B - HYC_300_23BZ1505B,0,0,0
909478,IT*F2X*EF2XITD0101*2,Novate Milanese,45.5303,9.14942,alpitronic GmbH,HYC_300_23BZ1505B - HYC_300_23BZ1505B,0,0,0
1014238,IT*F2X*EF2XITN0503*1,Bologna,44.519363,11.214104,Unknown,Unknown,2024,6,26
909480,IT*F2X*EF2XITD0151*1,Novate Milanese,45.530433,9.149317,EVTEC,23192166 10941.1A - 23192166 10941.1A,0,0,0
909480,IT*F2X*EF2XITD0151*2,Novate Milanese,45.530433,9.149317,EVTEC,23192166 10941.1A - 23192166 10941.1A,0,0,0
909480,IT*F2X*EF2XITD0151*3,Novate Milanese,45.530433,9.149317,EVTEC,23192166 10941.1A - 23192166 10941.1A,0,0,0
987324,IT*F2X*EF2XITH1001*1,Lainate,45.558978,9.042351,alpitronic GmbH,HYC_300_23BZ0053B - HYC_300_23BZ0053B,2024,4,14
987324,IT*F2X*EF2XITH1001*2,Lainate,45.558978,9.042351,alpitronic GmbH,HYC_300_23BZ0053B - HYC_300_23BZ0053B,2024,4,14
987325,IT*F2X*EF2XITH1002*1,Lainate,45.558944,9.042353,alpitronic GmbH,HYC_300_23BZ0058B - HYC_300_23BZ0058B,2024,4,14
987325,IT*F2X*EF2XITH1002*2,Lainate,45.558944,9.042353,alpitronic GmbH,HYC_300_23BZ0058B - HYC_300_23BZ0058B,2024,4,14
987326,IT*F2X*EF2XITH1051*1,Lainate,45.559054,9.042329,EVTEC,23192203 10941.1A - 23192203 10941.1A,2024,4,14
987326,IT*F2X*EF2XITH1051*2,Lainate,45.559054,9.042329,EVTEC,23192203 10941.1A - 23192203 10941.1A,2024,4,14
987326,IT*F2X*EF2XITH1051*3,Lainate,45.559054,9.042329,EVTEC,23192203 10941.1A - 23192203 10941.1A,2024,4,14
1014239,IT*F2X*EF2XITN0504*1,Bologna,44.519366,11.214183,alpitronic GmbH,HYC_400_24BZ4448D - HYC_400_24BZ4448D,2024,6,26
1014239,IT*F2X*EF2XITN0504*2,Bologna,44.519366,11.214183,alpitronic GmbH,HYC_400_24BZ4448D - HYC_400_24BZ4448D,2024,6,26
1014240,IT*F2X*EF2XITN0603*1,Zola Predosa,44.518367,11.214225,Unknown,Unknown,2024,6,26
1014240,IT*F2X*EF2XITN0603*2,Zola Predosa,44.518367,11.214225,Unknown,Unknown,2024,6,26
1014241,IT*F2X*EF2XITN0604*1,Zola Predosa,44.518376,11.214226,Unknown,Unknown,2024,6,26
1014241,IT*F2X*EF2XITN0604*2,Zola Predosa,44.518376,11.214226,Unknown,Unknown,2024,6,26
415131,IT*F2X*EF2XITB5151*1,Teano,41.23376,14.091779,EVTEC,22261386 10941.0B - 22261386 10941.0B,2022,8,32
415131,IT*F2X*EF2XITB5151*2,Teano,41.23376,14.091779,EVTEC,22261386 10941.0B - 22261386 10941.0B,2022,8,32
415131,IT*F2X*EF2XITB5151*3,Teano,41.23376,14.091779,EVTEC,22261386 10941.0B - 22261386 10941.0B,2022,8,32
415134,IT*F2X*EF2XITP2002*1,Avellino,40.926719,14.783162,alpitronic GmbH,HYC_300_22BZ0687B - HYC_300_22BZ0687B,0,0,0
415134,IT*F2X*EF2XITP2002*2,Avellino,40.926719,14.783162,alpitronic GmbH,HYC_300_22BZ0687B - HYC_300_22BZ0687B,0,0,0
415135,IT*F2X*EF2XITP2001*1,Avellino,40.926673,14.783092,alpitronic GmbH,HYC_300_22BZ0685B - HYC_300_22BZ0685B,0,0,0
415135,IT*F2X*EF2XITP2001*2,Avellino,40.926673,14.783092,alpitronic GmbH,HYC_300_22BZ0685B - HYC_300_22BZ0685B,0,0,0
475499,IT*F2X*EF2XITL9102*1,Genova,44.392354,9.045146,alpitronic GmbH,HYC_300_22BZ3004B - HYC_300_22BZ3004B,2023,1,3
475499,IT*F2X*EF2XITL9102*2,Genova,44.392354,9.045146,alpitronic GmbH,HYC_300_22BZ3004B - HYC_300_22BZ3004B,2023,1,3
479774,IT*F2X*EF2XITB4051*1,Anagni,41.686784,13.188454,EVTEC,22511979 10941.1A - 22511979 10941.1A,2023,2,5
579242,IT*F2X*EF2XITI1001*1,Cadorago,45.728993,9.028775,alpitronic GmbH,HYC_300_22BZ0659B - HYC_300_22BZ0659B,2023,4,14
579242,IT*F2X*EF2XITI1001*2,Cadorago,45.728993,9.028775,alpitronic GmbH,HYC_300_22BZ0659B - HYC_300_22BZ0659B,2023,4,14
579243,IT*F2X*EF2XITI1002*1,Cadorago,45.729017,9.028915,alpitronic GmbH,HYC_300_22BZ0658B - HYC_300_22BZ0658B,2023,4,14
579243,IT*F2X*EF2XITI1002*2,Cadorago,45.729017,9.028915,alpitronic GmbH,HYC_300_22BZ0658B - HYC_300_22BZ0658B,2023,4,14
1024699,IT*F2X*EF2XITX2103*1,Belforte Monferrato,44.592331,8.664828,alpitronic GmbH,HYC_300_24BZ1705B - HYC_300_24BZ1705B,2024,7,30
1024699,IT*F2X*EF2XITX2103*2,Belforte Monferrato,44.592331,8.664828,alpitronic GmbH,HYC_300_24BZ1705B - HYC_300_24BZ1705B,2024,7,30
1024700,IT*F2X*EF2XITX2104*1,Belforte Monferrato,44.592393,8.664861,alpitronic GmbH,HYC_300_24BZ1694B - HYC_300_24BZ1694B,2024,7,30
1030173,IT*F2X*EF2XITA7103*1,Civitella In Val di Chiana,43.407908,11.762828,Unknown,Unknown,2024,7,31
414393,IT*F2X*EF2XITLINP01*1,Milano,45.45354,9.26075,alpitronic GmbH,HYC_150_22BZ0980A - HYC_150_22BZ0980A,0,0,0
414393,IT*F2X*EF2XITLINP01*2,Milano,45.45354,9.26075,alpitronic GmbH,HYC_150_22BZ0980A - HYC_150_22BZ0980A,0,0,0
414394,IT*F2X*EF2XITLINP51*1,Milano,45.45359,9.2607,FIMER SPA,P58769,0,0,0
414394,IT*F2X*EF2XITLINP51*2,Milano,45.45359,9.2607,FIMER SPA,P58769,0,0,0
1024700,IT*F2X*EF2XITX2104*2,Belforte Monferrato,44.592393,8.664861,alpitronic GmbH,HYC_300_24BZ1694B - HYC_300_24BZ1694B,2024,7,30
1030173,IT*F2X*EF2XITA7103*2,Civitella In Val di Chiana,43.407908,11.762828,Unknown,Unknown,2024,7,31
381251,IT*F2X*EF2XITB5101*1,Teano,41.23408,14.09174,alpitronic GmbH,HYC_300_21BZ3101B - HYC_300_21BZ3101B,0,0,0
381251,IT*F2X*EF2XITB5101*2,Teano,41.23408,14.09174,alpitronic GmbH,HYC_300_21BZ3101B - HYC_300_21BZ3101B,0,0,0
381252,IT*F2X*EF2XITB5102*1,Teano,41.23402,14.09175,alpitronic GmbH,HYC_300_21BZ3100B - HYC_300_21BZ3100B,0,0,0
381252,IT*F2X*EF2XITB5102*2,Teano,41.23402,14.09175,alpitronic GmbH,HYC_300_21BZ3100B - HYC_300_21BZ3100B,0,0,0
1014272,IT*F2X*EF2XITN3603*1,Riccione,43.994391,12.618461,alpitronic GmbH,HYC_400_24BZ5276D - HYC_400_24BZ5276D,2024,7,27
1014272,IT*F2X*EF2XITN3603*2,Riccione,43.994391,12.618461,alpitronic GmbH,HYC_400_24BZ5276D - HYC_400_24BZ5276D,2024,7,27
396591,IT*F2X*EF2XITN8101*1,Torre Cerrano,42.53075,14.12417,alpitronic GmbH,HYC_300_22BZ0655B - HYC_300_22BZ0655B,2022,5,20
396591,IT*F2X*EF2XITN8101*2,Torre Cerrano,42.53075,14.12417,alpitronic GmbH,HYC_300_22BZ0655B - HYC_300_22BZ0655B,2022,5,20
396592,IT*F2X*EF2XITN8102*1,Torre Cerrano,42.53072,14.12426,alpitronic GmbH,HYC_300_22BZ0656B - HYC_300_22BZ0656B,2022,5,20
396592,IT*F2X*EF2XITN8102*2,Torre Cerrano,42.53072,14.12426,alpitronic GmbH,HYC_300_22BZ0656B - HYC_300_22BZ0656B,2022,5,20
449402,IT*F2X*EF2XITP2151*1,Avellino,40.925533,14.783258,EVTEC,22451952 10941.1A - 22451952 10941.1A,2023,1,2
449402,IT*F2X*EF2XITP2151*2,Avellino,40.925533,14.783258,EVTEC,22451952 10941.1A - 22451952 10941.1A,2023,1,2
449402,IT*F2X*EF2XITP2151*3,Avellino,40.925533,14.783258,EVTEC,22451952 10941.1A - 22451952 10941.1A,2023,1,2
1014273,IT*F2X*EF2XITN3604*1,Riccione,43.994404,12.618473,alpitronic GmbH,HYC_400_24BZ5256D - HYC_400_24BZ5256D,2024,6,26
480085,IT*F2X*EF2XITB4551*1,Castrocielo,41.49775,13.684146,EVTEC,22431944 10941.1A - 22431944 10941.1A,2023,2,6
480085,IT*F2X*EF2XITB4551*2,Castrocielo,41.49775,13.684146,EVTEC,22431944 10941.1A - 22431944 10941.1A,2023,2,6
480085,IT*F2X*EF2XITB4551*3,Castrocielo,41.49775,13.684146,EVTEC,22431944 10941.1A - 22431944 10941.1A,2023,2,6
480086,IT*F2X*EF2XITB4501*1,Castrocielo,41.497739,13.684173,alpitronic GmbH,HYC_300_22BZ5352B - HYC_300_22BZ5352B,2023,2,6
449406,IT*F2X*EF2XITP4101*1,Vallata,41.064711,15.314124,alpitronic GmbH,HYC_300_22BZ3015B - HYC_300_22BZ3015B,2023,1,2
449406,IT*F2X*EF2XITP4101*2,Vallata,41.064711,15.314124,alpitronic GmbH,HYC_300_22BZ3015B - HYC_300_22BZ3015B,2023,1,2
480086,IT*F2X*EF2XITB4501*2,Castrocielo,41.497739,13.684173,alpitronic GmbH,HYC_300_22BZ5352B - HYC_300_22BZ5352B,2023,2,6
480087,IT*F2X*EF2XITB4502*1,Castrocielo,41.497747,13.684229,alpitronic GmbH,HYC_300_22BZ5354B - HYC_300_22BZ5354B,2023,2,6
480087,IT*F2X*EF2XITB4502*2,Castrocielo,41.497747,13.684229,alpitronic GmbH,HYC_300_22BZ5354B - HYC_300_22BZ5354B,2023,2,6
540779,IT*F2X*EF2XITM3101*1,Costa di Rovigo,45.042081,11.709672,alpitronic GmbH,HYC_300_22BZ6970B - HYC_300_22BZ6970B,2023,3,11
540779,IT*F2X*EF2XITM3101*2,Costa di Rovigo,45.042081,11.709672,alpitronic GmbH,HYC_300_22BZ6970B - HYC_300_22BZ6970B,2023,3,11
540780,IT*F2X*EF2XITM3102*1,Costa di Rovigo,45.042081,11.709672,alpitronic GmbH,HYC_400_24BZ5271D - HYC_400_24BZ5271D,2023,3,11
540780,IT*F2X*EF2XITM3102*2,Costa di Rovigo,45.042081,11.709672,alpitronic GmbH,HYC_400_24BZ5271D - HYC_400_24BZ5271D,2023,3,11
426611,IT*F2X*EF2XITN0651*1,Zola Predosa,44.51833,11.21339,EVTEC,22371742 10941.1A - 22371742 10941.1A,2022,10,42
426611,IT*F2X*EF2XITN0651*2,Zola Predosa,44.51833,11.21339,EVTEC,22371742 10941.1A - 22371742 10941.1A,2022,10,42
426611,IT*F2X*EF2XITN0651*3,Zola Predosa,44.51833,11.21339,EVTEC,22371742 10941.1A - 22371742 10941.1A,2022,10,42
778831,IT*F2X*EF2XITN6501*1,Campofilone,43.075081,13.844133,alpitronic GmbH,HYC_300_22BZ3006B - HYC_300_22BZ3006B,2023,6,23
426616,IT*F2X*EF2XITN0551*1,Bologna,44.51962,11.21388,EVTEC,22371771 10941.1A - 22371771 10941.1A,2022,10,42
426616,IT*F2X*EF2XITN0551*2,Bologna,44.51962,11.21388,EVTEC,22371771 10941.1A - 22371771 10941.1A,2022,10,42
426616,IT*F2X*EF2XITN0551*3,Bologna,44.51962,11.21388,EVTEC,22371771 10941.1A - 22371771 10941.1A,2022,10,42
449419,IT*F2X*EF2XITO3651*1,Andria,41.250764,16.218878,EVTEC,22461953 10941.1A - 22461953 10941.1A,2023,1,2
449419,IT*F2X*EF2XITO3651*2,Andria,41.250764,16.218878,EVTEC,22461953 10941.1A - 22461953 10941.1A,2023,1,2
449419,IT*F2X*EF2XITO3651*3,Andria,41.250764,16.218878,EVTEC,22461953 10941.1A - 22461953 10941.1A,2023,1,2
778831,IT*F2X*EF2XITN6501*2,Campofilone,43.075081,13.844133,alpitronic GmbH,HYC_300_22BZ3006B - HYC_300_22BZ3006B,2023,6,23
778832,IT*F2X*EF2XITN6502*1,Campofilone,43.075146,13.844111,alpitronic GmbH,HYC_300_22BZ3009B - HYC_300_22BZ3009B,2023,6,23
778832,IT*F2X*EF2XITN6502*2,Campofilone,43.075146,13.844111,alpitronic GmbH,HYC_300_22BZ3009B - HYC_300_22BZ3009B,2023,6,23
778833,IT*F2X*EF2XITN6551*1,Campofilone,43.07504,13.844353,EVTEC,23172122 10941.1A - 23172122 10941.1A,2023,6,23
778833,IT*F2X*EF2XITN6551*2,Campofilone,43.07504,13.844353,EVTEC,23172122 10941.1A - 23172122 10941.1A,2023,6,23
778833,IT*F2X*EF2XITN6551*3,Campofilone,43.07504,13.844353,EVTEC,23172122 10941.1A - 23172122 10941.1A,2023,6,23
449437,IT*F2X*EF2XITO3551*1,Andria,41.251762,16.220455,EVTEC,22441946 10941.1A - 22441946 10941.1A,2023,1,2
449437,IT*F2X*EF2XITO3551*2,Andria,41.251762,16.220455,EVTEC,22441946 10941.1A - 22441946 10941.1A,2023,1,2
449437,IT*F2X*EF2XITO3551*3,Andria,41.251762,16.220455,EVTEC,22441946 10941.1A - 22441946 10941.1A,2023,1,2
420545,IT*F2X*EF2XITJ3001*1,Savona,44.287675,8.441118,alpitronic GmbH,HYC_300_22BZ0676B - HYC_300_22BZ0676B,2022,9,37
420545,IT*F2X*EF2XITJ3001*2,Savona,44.287675,8.441118,alpitronic GmbH,HYC_300_22BZ0676B - HYC_300_22BZ0676B,2022,9,37
420546,IT*F2X*EF2XITJ3002*1,Savona,44.287676,8.441151,alpitronic GmbH,HYC_300_22BZ0657B - HYC_300_22BZ0657B,2022,9,37
420546,IT*F2X*EF2XITJ3002*2,Savona,44.287676,8.441151,alpitronic GmbH,HYC_300_22BZ0657B - HYC_300_22BZ0657B,2022,9,37
1013302,IT*F2X*EF2XITD2104*1,Caponago,45.574202,9.393671,Unknown,Unknown,2024,6,26
1013302,IT*F2X*EF2XITD2104*2,Caponago,45.574202,9.393671,Unknown,Unknown,2024,6,26
1013303,IT*F2X*EF2XITD2103*1,Caponago,45.574048,9.393228,alpitronic GmbH,HYC_400_24BZ4454D - HYC_400_24BZ4454D,2024,6,26
1013303,IT*F2X*EF2XITD2103*2,Caponago,45.574048,9.393228,alpitronic GmbH,HYC_400_24BZ4454D - HYC_400_24BZ4454D,2024,6,26
1013309,IT*F2X*EF2XITI1104*1,Cadorago,45.729809,9.028021,Unknown,Unknown,2024,6,26
1013309,IT*F2X*EF2XITI1104*2,Cadorago,45.729809,9.028021,Unknown,Unknown,2024,6,26
1013310,IT*F2X*EF2XITI1103*1,Cadorago,45.729814,9.027998,Unknown,Unknown,2024,6,26
1013310,IT*F2X*EF2XITI1103*2,Cadorago,45.729814,9.027998,Unknown,Unknown,2024,6,26
1013311,IT*F2X*EF2XITA2103*1,Fiorenzuola d'Arda,44.962876,9.904446,alpitronic GmbH,HYC_400_24BZ5257D - HYC_400_24BZ5257D,2024,6,26
1013311,IT*F2X*EF2XITA2103*2,Fiorenzuola d'Arda,44.962876,9.904446,alpitronic GmbH,HYC_400_24BZ5257D - HYC_400_24BZ5257D,2024,6,26
1013312,IT*F2X*EF2XITA2104*1,Fiorenzuola d'Arda,44.962845,9.904528,alpitronic GmbH,HYC_400_24BZ4451D - HYC_400_24BZ4451D,2024,6,26
1013312,IT*F2X*EF2XITA2104*2,Fiorenzuola d'Arda,44.962845,9.904528,alpitronic GmbH,HYC_400_24BZ4451D - HYC_400_24BZ4451D,2024,6,26
1013313,IT*F2X*EF2XITA2003*1,Casa Nuova,44.962729,9.906592,alpitronic GmbH,HYC_400_24BZ5272D - HYC_400_24BZ5272D,2024,6,26
1013313,IT*F2X*EF2XITA2003*2,Casa Nuova,44.962729,9.906592,alpitronic GmbH,HYC_400_24BZ5272D - HYC_400_24BZ5272D,2024,6,26
1014939,IT*F2X*EF2XITM2103*1,Ferrara,44.88008,11.569063,alpitronic GmbH,HYC_400_24BZ4446D - HYC_400_24BZ4446D,2024,6,26
1014939,IT*F2X*EF2XITM2103*2,Ferrara,44.88008,11.569063,alpitronic GmbH,HYC_400_24BZ4446D - HYC_400_24BZ4446D,2024,6,26
1014940,IT*F2X*EF2XITM2104*1,Ferrara,44.880125,11.569063,alpitronic GmbH,HYC_400_24BZ4450D - HYC_400_24BZ4450D,2024,6,26
1014940,IT*F2X*EF2XITM2104*2,Ferrara,44.880125,11.569063,alpitronic GmbH,HYC_400_24BZ4450D - HYC_400_24BZ4450D,2024,6,26
443997,IT*F2X*EF2XITB4102*1,Anagni,41.686022,13.187523,alpitronic GmbH,HYC_300_22BZ5327B - HYC_300_22BZ5327B,2022,12,51
443997,IT*F2X*EF2XITB4102*2,Anagni,41.686022,13.187523,alpitronic GmbH,HYC_300_22BZ5327B - HYC_300_22BZ5327B,2022,12,51
443998,IT*F2X*EF2XITB4101*1,Anagni,41.686065,13.187462,alpitronic GmbH,HYC_300_22BZ5328B - HYC_300_22BZ5328B,2022,12,51
443998,IT*F2X*EF2XITB4101*2,Anagni,41.686065,13.187462,alpitronic GmbH,HYC_300_22BZ5328B - HYC_300_22BZ5328B,2022,12,51
483472,IT*F2X*EF2XITA1601*1,Somaglia,45.142303,9.632834,alpitronic GmbH,HYC_300_22BZ6984B - HYC_300_22BZ6984B,2023,3,9
483472,IT*F2X*EF2XITA1601*2,Somaglia,45.142303,9.632834,alpitronic GmbH,HYC_300_22BZ6984B - HYC_300_22BZ6984B,2023,3,9
1012664,IT*F2X*EF2XITB5103*1,Santa Croce,41.234115,14.091836,alpitronic GmbH,HYC_400_24BZ5269D - HYC_400_24BZ5269D,2024,6,25
1012664,IT*F2X*EF2XITB5103*2,Santa Croce,41.234115,14.091836,alpitronic GmbH,HYC_400_24BZ5269D - HYC_400_24BZ5269D,2024,6,25
1012665,IT*F2X*EF2XITB5104*1,Santa Croce,41.2341,14.091828,alpitronic GmbH,HYC_400_24BZ5262D - HYC_400_24BZ5262D,2024,6,25
1012665,IT*F2X*EF2XITB5104*2,Santa Croce,41.2341,14.091828,alpitronic GmbH,HYC_400_24BZ5262D - HYC_400_24BZ5262D,2024,6,25
421497,IT*F2X*EF2XITI1102*1,Cadorago,45.729876,9.028002,alpitronic GmbH,HYC_300_22BZ0669B - HYC_300_22BZ0669B,2022,9,38
421497,IT*F2X*EF2XITI1102*2,Cadorago,45.729876,9.028002,alpitronic GmbH,HYC_300_22BZ0669B - HYC_300_22BZ0669B,2022,9,38
421498,IT*F2X*EF2XITI1101*1,Cadorago,45.729872,9.028027,alpitronic GmbH,HYC_300_22BZ0673B - HYC_300_22BZ0673B,2022,9,38
421498,IT*F2X*EF2XITI1101*2,Cadorago,45.729872,9.028027,alpitronic GmbH,HYC_300_22BZ0673B - HYC_300_22BZ0673B,2022,9,38
404737,IT*F2X*EF2XITM2002*1,Ferrara,44.879309,11.570733,alpitronic GmbH,HYC_300_22BZ0670B - HYC_300_22BZ0670B,2022,7,27
