connector_station_id,chargePointIdentity,station_city,gpsLat,gpsLong,station_brand,serialNumber,station_installation_year,station_installation_month,station_installation_week
404737,IT*F2X*EF2XITM2002*2,Ferrara,44.879309,11.570733,alpitronic GmbH,HYC_300_22BZ0670B - HYC_300_22BZ0670B,2022,7,27
1013332,IT*F2X*EF2XITCOLMI01*1,Milano,45.465491,9.175235,Unknown,Unknown,0,0,0
1013332,IT*F2X*EF2XITCOLMI01*2,Milano,45.465491,9.175235,Unknown,Unknown,0,0,0
1013333,IT*F2X*EF2XITCOLMI02*1,Milano,45.465491,9.175294,Unknown,Unknown,0,0,0
483478,IT*F2X*EF2XITA1602*1,Somaglia,45.142295,9.63287,alpitronic GmbH,HYC_300_22BZ3018B - HYC_300_22BZ3018B,2023,3,9
483478,IT*F2X*EF2XITA1602*2,Somaglia,45.142295,9.63287,alpitronic GmbH,HYC_300_22BZ3018B - HYC_300_22BZ3018B,2023,3,9
620249,IT*F2X*EF2XITM1002*2,Bentivoglio,44.621103,11.419783,alpitronic GmbH,HYC_300_22BZ6978B - HYC_300_22BZ6978B,2023,6,23
1013333,IT*F2X*EF2XITCOLMI02*2,Milano,45.465491,9.175294,Unknown,Unknown,0,0,0
1013334,IT*F2X*EF2XITCOLMI03*1,Milano,45.46549,9.175346,Unknown,Unknown,0,0,0
483480,IT*F2X*EF2XITA1651*1,Somaglia,45.142338,9.632621,EVTEC,23122088 10941.1A - 23122088 10941.1A,2023,3,9
483480,IT*F2X*EF2XITA1651*2,Somaglia,45.142338,9.632621,EVTEC,23122088 10941.1A - 23122088 10941.1A,2023,3,9
444825,IT*F2X*EF2XITN6601*1,Campofilone,43.075092,13.842841,alpitronic GmbH,HYC_300_22BZ3013B - HYC_300_22BZ3013B,0,0,0
444825,IT*F2X*EF2XITN6601*2,Campofilone,43.075092,13.842841,alpitronic GmbH,HYC_300_22BZ3013B - HYC_300_22BZ3013B,0,0,0
444826,IT*F2X*EF2XITN6602*1,Campofilone,43.074984,13.842805,alpitronic GmbH,HYC_300_22BZ3016B - HYC_300_22BZ3016B,2022,12,51
444826,IT*F2X*EF2XITN6602*2,Campofilone,43.074984,13.842805,alpitronic GmbH,HYC_300_22BZ3016B - HYC_300_22BZ3016B,2022,12,51
483480,IT*F2X*EF2XITA1651*3,Somaglia,45.142338,9.632621,EVTEC,23122088 10941.1A - 23122088 10941.1A,2023,3,9
580463,IT*F2X*EF2XITG7001*1,Ronco Scrivia,44.603742,8.953914,alpitronic GmbH,HYC_300_22BZ6987B - HYC_300_22BZ6987B,2023,4,16
580463,IT*F2X*EF2XITG7001*2,Ronco Scrivia,44.603742,8.953914,alpitronic GmbH,HYC_300_22BZ6987B - HYC_300_22BZ6987B,2023,4,16
620250,IT*F2X*EF2XITM1051*1,Bentivoglio,44.621041,11.419495,EVTEC,23142120 10941.1A - 23142120 10941.1A,0,0,0
620250,IT*F2X*EF2XITM1051*2,Bentivoglio,44.621041,11.419495,EVTEC,23142120 10941.1A - 23142120 10941.1A,0,0,0
620250,IT*F2X*EF2XITM1051*3,Bentivoglio,44.621041,11.419495,EVTEC,23142120 10941.1A - 23142120 10941.1A,0,0,0
1013337,IT*F2X*EF2XITCOLMI06*2,Milano,45.472776,9.15579,Unknown,Unknown,0,0,0
404747,IT*F2X*EF2XITM2001*1,Ferrara,44.879309,11.570733,alpitronic GmbH,HYC_300_22BZ0661B - HYC_300_22BZ0661B,2022,7,27
404747,IT*F2X*EF2XITM2001*2,Ferrara,44.879309,11.570733,alpitronic GmbH,HYC_300_22BZ0661B - HYC_300_22BZ0661B,2022,7,27
580467,IT*F2X*EF2XITG7002*1,Ronco Scrivia,44.603752,8.953927,alpitronic GmbH,HYC_300_22BZ6974B - HYC_300_22BZ6974B,2023,4,16
580467,IT*F2X*EF2XITG7002*2,Ronco Scrivia,44.603752,8.953927,alpitronic GmbH,HYC_300_22BZ6974B - HYC_300_22BZ6974B,2023,4,16
620251,IT*F2X*EF2XITM1001*1,Bentivoglio,44.621103,11.419783,alpitronic GmbH,HYC_300_22BZ5322B - HYC_300_22BZ5322B,2023,5,19
404752,IT*F2X*EF2XITM2101*1,Ferrara,44.880125,11.569063,alpitronic GmbH,HYC_300_22BZ0550B - HYC_300_22BZ0550B,2022,7,27
404752,IT*F2X*EF2XITM2101*2,Ferrara,44.880125,11.569063,alpitronic GmbH,HYC_300_22BZ0550B - HYC_300_22BZ0550B,2022,7,27
404753,IT*F2X*EF2XITM2102*1,Ferrara,44.88008,11.569063,alpitronic GmbH,HYC_300_22BZ0554B - HYC_300_22BZ0554B,2022,7,27
404753,IT*F2X*EF2XITM2102*2,Ferrara,44.88008,11.569063,alpitronic GmbH,HYC_300_22BZ0554B - HYC_300_22BZ0554B,2022,7,27
369118,IT*F2X*EF2XITA1151*1,Melegnano,45.320858,9.375379,EVTEC,21451259 15035.0A - 21451259 15035.0A,0,0,0
957773,IT*F2X*EF2XITD3001*1,Osio Sopra,45.6329,9.599531,Unknown,Unknown,2023,12,51
481767,IT*F2X*EF2XITB2651*1,Roma,41.889611,12.758468,EVTEC,22401922 10941.1A - 22401922 10941.1A,2023,2,8
481767,IT*F2X*EF2XITB2651*2,Roma,41.889611,12.758468,EVTEC,22401922 10941.1A - 22401922 10941.1A,2023,2,8
481767,IT*F2X*EF2XITB2651*3,Roma,41.889611,12.758468,EVTEC,22401922 10941.1A - 22401922 10941.1A,2023,2,8
957773,IT*F2X*EF2XITD3001*2,Osio Sopra,45.6329,9.599531,Unknown,Unknown,2023,12,51
957774,IT*F2X*EF2XITD3002*1,Osio Sopra,45.632842,9.599435,Unknown,Unknown,2023,12,51
957774,IT*F2X*EF2XITD3002*2,Osio Sopra,45.632842,9.599435,Unknown,Unknown,2023,12,51
957775,IT*F2X*EF2XITD3051*1,Osio Sopra,45.632936,9.599632,Unknown,Unknown,2023,12,51
957775,IT*F2X*EF2XITD3051*2,Osio Sopra,45.632936,9.599632,Unknown,Unknown,2023,12,51
957775,IT*F2X*EF2XITD3051*3,Osio Sopra,45.632936,9.599632,Unknown,Unknown,2023,12,51
445331,IT*F2X*EF2XITK1101*1,Sesto Fiorentino,43.818725,11.172365,alpitronic GmbH,HYC_300_22BZ0665B - HYC_300_22BZ0665B,2022,12,52
445331,IT*F2X*EF2XITK1101*2,Sesto Fiorentino,43.818725,11.172365,alpitronic GmbH,HYC_300_22BZ0665B - HYC_300_22BZ0665B,2022,12,52
445333,IT*F2X*EF2XITK1102*1,Sesto Fiorentino,43.818687,11.172426,alpitronic GmbH,HYC_300_22BZ0660B - HYC_300_22BZ0660B,2022,12,52
445333,IT*F2X*EF2XITK1102*2,Sesto Fiorentino,43.818687,11.172426,alpitronic GmbH,HYC_300_22BZ0660B - HYC_300_22BZ0660B,2022,12,52
414519,IT*F2X*EF2XITD2151*1,Caponago,45.57403,9.39375,EVTEC,22261389 10941.0B - 22261389 10941.0B,0,0,0
414519,IT*F2X*EF2XITD2151*2,Caponago,45.57403,9.39375,EVTEC,22261389 10941.0B - 22261389 10941.0B,0,0,0
414519,IT*F2X*EF2XITD2151*3,Caponago,45.57403,9.39375,EVTEC,22261389 10941.0B - 22261389 10941.0B,0,0,0
445345,IT*F2X*EF2XITA5502*1,Firenze,43.831821,11.16024,alpitronic GmbH,HYC_300_22BZ0679B - HYC_300_22BZ0679B,2022,12,52
445345,IT*F2X*EF2XITA5502*2,Firenze,43.831821,11.16024,alpitronic GmbH,HYC_300_22BZ0679B - HYC_300_22BZ0679B,2022,12,52
445346,IT*F2X*EF2XITA5501*1,Firenze,43.831844,11.160295,alpitronic GmbH,HYC_300_22BZ0674B - HYC_300_22BZ0674B,2022,12,52
445346,IT*F2X*EF2XITA5501*2,Firenze,43.831844,11.160295,alpitronic GmbH,HYC_300_22BZ0674B - HYC_300_22BZ0674B,2022,12,52
414522,IT*F2X*EF2XITA1051*1,Melegnano,45.321575,9.377425,EVTEC,22261390 10941.0B - 22261390 10941.0B,2022,8,31
414522,IT*F2X*EF2XITA1051*2,Melegnano,45.321575,9.377425,EVTEC,22261390 10941.0B - 22261390 10941.0B,2022,8,31
414522,IT*F2X*EF2XITA1051*3,Melegnano,45.321575,9.377425,EVTEC,22261390 10941.0B - 22261390 10941.0B,2022,8,31
369116,IT*F2X*EF2XITA1101*1,Melegnano,45.321025,9.375251,alpitronic GmbH,HYC_300_21BZ2765B - HYC_300_21BZ2765B,0,0,0
369116,IT*F2X*EF2XITA1101*2,Melegnano,45.321025,9.375251,alpitronic GmbH,HYC_300_21BZ2765B - HYC_300_21BZ2765B,0,0,0
369117,IT*F2X*EF2XITA1102*1,Melegnano,45.321051,9.375283,alpitronic GmbH,HYC_300_21BZ2763B - HYC_300_21BZ2763B,0,0,0
369117,IT*F2X*EF2XITA1102*2,Melegnano,45.321051,9.375283,alpitronic GmbH,HYC_300_21BZ2763B - HYC_300_21BZ2763B,0,0,0
369118,IT*F2X*EF2XITA1151*2,Melegnano,45.320858,9.375379,EVTEC,21451259 15035.0A - 21451259 15035.0A,0,0,0
369118,IT*F2X*EF2XITA1151*3,Melegnano,45.320858,9.375379,EVTEC,21451259 15035.0A - 21451259 15035.0A,0,0,0
938915,IT*F2X*EF2XITW1101*1,Colloredo di Monte Albano,46.18619,13.118897,alpitronic GmbH,HYC_300_23BZ1500B - HYC_300_23BZ1500B,2023,10,43
938915,IT*F2X*EF2XITW1101*2,Colloredo di Monte Albano,46.18619,13.118897,alpitronic GmbH,HYC_300_23BZ1500B - HYC_300_23BZ1500B,2023,10,43
938916,IT*F2X*EF2XITW1102*1,Colloredo di Monte Albano,46.186181,13.118957,alpitronic GmbH,HYC_300_23BZ1042B - HYC_300_23BZ1042B,2023,10,43
938916,IT*F2X*EF2XITW1102*2,Colloredo di Monte Albano,46.186181,13.118957,alpitronic GmbH,HYC_300_23BZ1042B - HYC_300_23BZ1042B,2023,10,43
398140,IT*F2X*EF2XITN3601*1,Riccione,43.994348,12.618521,alpitronic GmbH,HYC_300_22BZ0560B - HYC_300_22BZ0560B,2022,6,22
398140,IT*F2X*EF2XITN3601*2,Riccione,43.994348,12.618521,alpitronic GmbH,HYC_300_22BZ0560B - HYC_300_22BZ0560B,2022,6,22
398141,IT*F2X*EF2XITN3602*1,Riccione,43.994373,12.618548,alpitronic GmbH,HYC_300_22BZ0557B - HYC_300_22BZ0557B,2022,6,22
398141,IT*F2X*EF2XITN3602*2,Riccione,43.994373,12.618548,alpitronic GmbH,HYC_300_22BZ0557B - HYC_300_22BZ0557B,2022,6,22
446220,IT*F2X*EF2XITA2051*1,Casa Nuova,44.962899,9.906408,EVTEC,22411924 10941.1A - 22411924 10941.1A,0,0,0
446220,IT*F2X*EF2XITA2051*2,Casa Nuova,44.962899,9.906408,EVTEC,22411924 10941.1A - 22411924 10941.1A,0,0,0
446220,IT*F2X*EF2XITA2051*3,Casa Nuova,44.962899,9.906408,EVTEC,22411924 10941.1A - 22411924 10941.1A,0,0,0
446221,IT*F2X*EF2XITA2001*1,Casa Nuova,44.962843,9.906473,alpitronic GmbH,HYC_300_22BZ0664B - HYC_300_22BZ0664B,2023,1,1
446221,IT*F2X*EF2XITA2001*2,Casa Nuova,44.962843,9.906473,alpitronic GmbH,HYC_300_22BZ0664B - HYC_300_22BZ0664B,2023,1,1
446222,IT*F2X*EF2XITA2002*1,Casa Nuova,44.962798,9.906515,alpitronic GmbH,HYC_300_22BZ3001B - HYC_300_22BZ3001B,2023,1,1
446222,IT*F2X*EF2XITA2002*2,Casa Nuova,44.962798,9.906515,alpitronic GmbH,HYC_300_22BZ3001B - HYC_300_22BZ3001B,2023,1,1
960745,IT*F2X*EF2XITA1501*1,Somaglia,45.142708,9.635074,alpitronic GmbH,HYC_300_22BZ5316B - HYC_300_22BZ5316B,2023,12,52
960745,IT*F2X*EF2XITA1501*2,Somaglia,45.142708,9.635074,alpitronic GmbH,HYC_300_22BZ5316B - HYC_300_22BZ5316B,2023,12,52
960746,IT*F2X*EF2XITA1502*1,Somaglia,45.142631,9.63498,alpitronic GmbH,HYC_300_22BZ6976B - HYC_300_22BZ6976B,2023,12,52
960746,IT*F2X*EF2XITA1502*2,Somaglia,45.142631,9.63498,alpitronic GmbH,HYC_300_22BZ6976B - HYC_300_22BZ6976B,2023,12,52
960747,IT*F2X*EF2XITA1551*1,Somaglia,45.142511,9.634849,EVTEC,23082084 10941.1A - 23082084 10941.1A,2023,12,52
960747,IT*F2X*EF2XITA1551*2,Somaglia,45.142511,9.634849,EVTEC,23082084 10941.1A - 23082084 10941.1A,2023,12,52
960747,IT*F2X*EF2XITA1551*3,Somaglia,45.142511,9.634849,EVTEC,23082084 10941.1A - 23082084 10941.1A,2023,12,52
576281,IT*F2X*EF2XITP2051*1,Avellino,40.926719,14.783162,EVTEC,22501977 10941.1A - 22501977 10941.1A,2023,3,11
576281,IT*F2X*EF2XITP2051*2,Avellino,40.926719,14.783162,EVTEC,22501977 10941.1A - 22501977 10941.1A,2023,3,11
1024988,IT*F2X*EF2XITH3004*1,Cascine Maggio,45.762436,8.810945,Unknown,Unknown,2024,7,30
576281,IT*F2X*EF2XITP2051*3,Avellino,40.926719,14.783162,EVTEC,22501977 10941.1A - 22501977 10941.1A,2023,3,11
1024988,IT*F2X*EF2XITH3004*2,Cascine Maggio,45.762436,8.810945,Unknown,Unknown,2024,7,30
578899,IT*F2X*EF2XITH3051*1,Cascine Maggio,45.762135,8.810747,EVTEC,23052070 10941.1A - 23052070 10941.1A,2023,4,14
578899,IT*F2X*EF2XITH3051*2,Cascine Maggio,45.762135,8.810747,EVTEC,23052070 10941.1A - 23052070 10941.1A,2023,4,14
578899,IT*F2X*EF2XITH3051*3,Cascine Maggio,45.762135,8.810747,EVTEC,23052070 10941.1A - 23052070 10941.1A,2023,4,14
1024226,IT*F2X*EF2XITN5003*1,Chiaravalle,43.626918,13.334995,alpitronic GmbH,HYC_400_24BZ5259D - HYC_400_24BZ5259D,2024,7,30
1024226,IT*F2X*EF2XITN5003*2,Chiaravalle,43.626918,13.334995,alpitronic GmbH,HYC_400_24BZ5259D - HYC_400_24BZ5259D,2024,7,30
1024227,IT*F2X*EF2XITN5004*1,Chiaravalle,43.626851,13.334995,alpitronic GmbH,HYC_400_24BZ5279D - HYC_400_24BZ5279D,2024,7,30
1024227,IT*F2X*EF2XITN5004*2,Chiaravalle,43.626851,13.334995,alpitronic GmbH,HYC_400_24BZ5279D - HYC_400_24BZ5279D,2024,7,30
395461,IT*F2X*EF2XITN5001*1,Chiaravalle,43.62697,13.33526,alpitronic GmbH,HYC_300_22BZ0551B - HYC_300_22BZ0551B,2022,5,19
395461,IT*F2X*EF2XITN5001*2,Chiaravalle,43.62697,13.33526,alpitronic GmbH,HYC_300_22BZ0551B - HYC_300_22BZ0551B,2022,5,19
902793,IT*F2X*EF2XITN9101*1,Torino di Sangro,42.200133,14.561535,alpitronic GmbH,HYC_300_23BZ1040B - HYC_300_23BZ1040B,2023,6,26
902793,IT*F2X*EF2XITN9101*2,Torino di Sangro,42.200133,14.561535,alpitronic GmbH,HYC_300_23BZ1040B - HYC_300_23BZ1040B,2023,6,26
902794,IT*F2X*EF2XITN9102*1,Torino di Sangro,42.200133,14.561535,alpitronic GmbH,HYC_300_23BZ1047B - HYC_300_23BZ1047B,2023,6,26
902794,IT*F2X*EF2XITN9102*2,Torino di Sangro,42.200133,14.561535,alpitronic GmbH,HYC_300_23BZ1047B - HYC_300_23BZ1047B,2023,6,26
902795,IT*F2X*EF2XITN9151*1,Torino di Sangro,42.200133,14.561535,EVTEC,23162143 10941.1A - 23162143 10941.1A,2023,6,26
395476,IT*F2X*EF2XITN5002*1,Chiaravalle,43.62697,13.33516,alpitronic GmbH,HYC_300_22BZ0552B - HYC_300_22BZ0552B,2022,5,19
395476,IT*F2X*EF2XITN5002*2,Chiaravalle,43.62697,13.33516,alpitronic GmbH,HYC_300_22BZ0552B - HYC_300_22BZ0552B,2022,5,19
902795,IT*F2X*EF2XITN9151*2,Torino di Sangro,42.200133,14.561535,EVTEC,23162143 10941.1A - 23162143 10941.1A,2023,6,26
902795,IT*F2X*EF2XITN9151*3,Torino di Sangro,42.200133,14.561535,EVTEC,23162143 10941.1A - 23162143 10941.1A,2023,6,26
578916,IT*F2X*EF2XITH3151*1,Cascine Maggio,45.762921,8.809442,EVTEC,23082074 10941.1A - 23082074 10941.1A,2023,4,14
578916,IT*F2X*EF2XITH3151*2,Cascine Maggio,45.762921,8.809442,EVTEC,23082074 10941.1A - 23082074 10941.1A,2023,4,14
578916,IT*F2X*EF2XITH3151*3,Cascine Maggio,45.762921,8.809442,EVTEC,23082074 10941.1A - 23082074 10941.1A,2023,4,14
401658,IT*F2X*EF2XITLINC51*1,Milano,45.46215,9.27871,EVTEC,22201391 10941.0B - 22201391 10941.0B,2022,6,25
401658,IT*F2X*EF2XITLINC51*2,Milano,45.46215,9.27871,EVTEC,22201391 10941.0B - 22201391 10941.0B,2022,6,25
401658,IT*F2X*EF2XITLINC51*3,Milano,45.46215,9.27871,EVTEC,22201391 10941.0B - 22201391 10941.0B,2022,6,25
412445,IT*F2X*EF2XITA6602*1,Firenze,43.65052,11.46448,alpitronic GmbH,HYC_300_22BZ0561B - HYC_300_22BZ0561B,2022,7,29
412445,IT*F2X*EF2XITA6602*2,Firenze,43.65052,11.46448,alpitronic GmbH,HYC_300_22BZ0561B - HYC_300_22BZ0561B,2022,7,29
412446,IT*F2X*EF2XITA6601*1,Firenze,43.65052,11.46442,alpitronic GmbH,HYC_300_22BZ0675B - HYC_300_22BZ0675B,2022,7,29
412446,IT*F2X*EF2XITA6601*2,Firenze,43.65052,11.46442,alpitronic GmbH,HYC_300_22BZ0675B - HYC_300_22BZ0675B,2022,7,29
951690,IT*F2X*EF2XITG7101*1,Ronco Scrivia,44.604724,8.952741,alpitronic GmbH,HYC_300_23BZ1514B - HYC_300_23BZ1514B,2023,12,48
951690,IT*F2X*EF2XITG7101*2,Ronco Scrivia,44.604724,8.952741,alpitronic GmbH,HYC_300_23BZ1514B - HYC_300_23BZ1514B,2023,12,48
951691,IT*F2X*EF2XITG7102*1,Ronco Scrivia,44.604646,8.952816,alpitronic GmbH,HYC_300_23BZ1043B - HYC_300_23BZ1043B,2023,12,48
951691,IT*F2X*EF2XITG7102*2,Ronco Scrivia,44.604646,8.952816,alpitronic GmbH,HYC_300_23BZ1043B - HYC_300_23BZ1043B,2023,12,48
929860,IT*F2X*EF2XITP3101*1,Mirabella Eclano,41.06018,15.013467,alpitronic GmbH,HYC_300_23BZ1030B - HYC_300_23BZ1030B,2023,10,40
929860,IT*F2X*EF2XITP3101*2,Mirabella Eclano,41.06018,15.013467,alpitronic GmbH,HYC_300_23BZ1030B - HYC_300_23BZ1030B,2023,10,40
929861,IT*F2X*EF2XITP3102*1,Mirabella Eclano,41.060238,15.013405,alpitronic GmbH,HYC_300_23BZ1031B - HYC_300_23BZ1031B,2023,10,40
929861,IT*F2X*EF2XITP3102*2,Mirabella Eclano,41.060238,15.013405,alpitronic GmbH,HYC_300_23BZ1031B - HYC_300_23BZ1031B,2023,10,40
929862,IT*F2X*EF2XITP3151*1,Mirabella Eclano,41.060126,15.013521,EVTEC,23092092 10941.1A - 23092092 10941.1A,2023,10,40
929862,IT*F2X*EF2XITP3151*2,Mirabella Eclano,41.060126,15.013521,EVTEC,23092092 10941.1A - 23092092 10941.1A,2023,10,40
929862,IT*F2X*EF2XITP3151*3,Mirabella Eclano,41.060126,15.013521,EVTEC,23092092 10941.1A - 23092092 10941.1A,2023,10,40
926507,IT*F2X*EF2XITB0501*1,Magliana Sabina,42.316275,12.493314,alpitronic GmbH,HYC_300_23BZ1519B - HYC_300_23BZ1519B,2023,9,39
926507,IT*F2X*EF2XITB0501*2,Magliana Sabina,42.316275,12.493314,alpitronic GmbH,HYC_300_23BZ1519B - HYC_300_23BZ1519B,2023,9,39
926508,IT*F2X*EF2XITB0502*1,Magliana Sabina,42.316241,12.493237,alpitronic GmbH,HYC_300_23BZ0056B - HYC_300_23BZ0056B,2023,9,39
926508,IT*F2X*EF2XITB0502*2,Magliana Sabina,42.316241,12.493237,alpitronic GmbH,HYC_300_23BZ0056B - HYC_300_23BZ0056B,2023,9,39
1017302,IT*F2X*EF2XITA3551*1,Casalecchio di Reno,44.456704,11.2803,Unknown,Unknown,2024,7,27
1017302,IT*F2X*EF2XITA3551*2,Casalecchio di Reno,44.456704,11.2803,Unknown,Unknown,2024,7,27
1017302,IT*F2X*EF2XITA3551*3,Casalecchio di Reno,44.456704,11.2803,Unknown,Unknown,2024,7,27
481845,IT*F2X*EF2XITA8501*1,Fabro,42.875911,12.019079,alpitronic GmbH,HYC_300_22BZ5332B - HYC_300_22BZ5332B,2023,2,8
481845,IT*F2X*EF2XITA8501*2,Fabro,42.875911,12.019079,alpitronic GmbH,HYC_300_22BZ5332B - HYC_300_22BZ5332B,2023,2,8
481846,IT*F2X*EF2XITA8502*1,Fabro,42.875973,12.019045,alpitronic GmbH,HYC_300_22BZ5351B - HYC_300_22BZ5351B,2023,2,8
481846,IT*F2X*EF2XITA8502*2,Fabro,42.875973,12.019045,alpitronic GmbH,HYC_300_22BZ5351B - HYC_300_22BZ5351B,2023,2,8
910423,IT*F2X*EF2XITO4551*1,Modugno,41.095756,16.76955,EVTEC,23112094 10941.1A - 23112094 10941.1A,0,0,0
910423,IT*F2X*EF2XITO4551*2,Modugno,41.095756,16.76955,EVTEC,23112094 10941.1A - 23112094 10941.1A,0,0,0
910423,IT*F2X*EF2XITO4551*3,Modugno,41.095756,16.76955,EVTEC,23112094 10941.1A - 23112094 10941.1A,0,0,0
481850,IT*F2X*EF2XITA8601*1,Fabro,42.87661,12.017173,alpitronic GmbH,HYC_300_22BZ5329B - HYC_300_22BZ5329B,2023,2,8
481850,IT*F2X*EF2XITA8601*2,Fabro,42.87661,12.017173,alpitronic GmbH,HYC_300_22BZ5329B - HYC_300_22BZ5329B,2023,2,8
481851,IT*F2X*EF2XITA8602*1,Fabro,42.876497,12.01713,alpitronic GmbH,HYC_300_22BZ5333B - HYC_300_22BZ5333B,2023,2,8
481851,IT*F2X*EF2XITA8602*2,Fabro,42.876497,12.01713,alpitronic GmbH,HYC_300_22BZ5333B - HYC_300_22BZ5333B,2023,2,8
1017308,IT*F2X*EF2XITA1003*1,Melegnano,45.32152,9.377206,alpitronic GmbH,HYC_400_24BZ6663D - HYC_400_24BZ6663D,2024,7,27
475001,IT*F2X*EF2XITL9101*1,Genova,44.392307,9.045145,alpitronic GmbH,HYC_300_22BZ3005B - HYC_300_22BZ3005B,2023,1,3
475001,IT*F2X*EF2XITL9101*2,Genova,44.392307,9.045145,alpitronic GmbH,HYC_300_22BZ3005B - HYC_300_22BZ3005B,2023,1,3
903880,IT*F2X*EF2XITB2102*2,Capena,42.123278,12.616865,alpitronic GmbH,HYC_300_23BZ1032B - HYC_300_23BZ1032B,2023,7,27
1017308,IT*F2X*EF2XITA1003*2,Melegnano,45.32152,9.377206,alpitronic GmbH,HYC_400_24BZ6663D - HYC_400_24BZ6663D,2024,7,27
1017309,IT*F2X*EF2XITA1004*1,Melegnano,45.321494,9.377169,alpitronic GmbH,HYC_400_24BZ6666D - HYC_400_24BZ6666D,2024,7,27
1017309,IT*F2X*EF2XITA1004*2,Melegnano,45.321494,9.377169,alpitronic GmbH,HYC_400_24BZ6666D - HYC_400_24BZ6666D,2024,7,27
575643,IT*F2X*EF2XITM3151*1,Costa di Rovigo,45.04199,11.709883,EVTEC,23072067 10941.1A - 23072067 10941.1A,2023,3,11
575643,IT*F2X*EF2XITM3151*2,Costa di Rovigo,45.04199,11.709883,EVTEC,23072067 10941.1A - 23072067 10941.1A,2023,3,11
575643,IT*F2X*EF2XITM3151*3,Costa di Rovigo,45.04199,11.709883,EVTEC,23072067 10941.1A - 23072067 10941.1A,2023,3,11
482776,IT*F2X*EF2XITL2101*1,Tolfa,42.029539,11.962239,alpitronic GmbH,HYC_300_22BZ5330B - HYC_300_22BZ5330B,2023,2,9
482776,IT*F2X*EF2XITL2101*2,Tolfa,42.029539,11.962239,alpitronic GmbH,HYC_300_22BZ5330B - HYC_300_22BZ5330B,2023,2,9
445576,IT*F2X*EF2XITL2001*1,Tolfa,42.03131,11.96291,alpitronic GmbH,HYC_300_22BZ0553B - HYC_300_22BZ0553B,2022,12,52
445576,IT*F2X*EF2XITL2001*2,Tolfa,42.03131,11.96291,alpitronic GmbH,HYC_300_22BZ0553B - HYC_300_22BZ0553B,2022,12,52
445577,IT*F2X*EF2XITL2002*1,Tolfa,42.03134,11.96282,alpitronic GmbH,HYC_300_22BZ0677B - HYC_300_22BZ0677B,2022,12,52
445577,IT*F2X*EF2XITL2002*2,Tolfa,42.03134,11.96282,alpitronic GmbH,HYC_300_22BZ0677B - HYC_300_22BZ0677B,2022,12,52
482777,IT*F2X*EF2XITL2102*1,Tolfa,42.029548,11.962146,alpitronic GmbH,HYC_300_22BZ5331B - HYC_300_22BZ5331B,2023,2,9
482777,IT*F2X*EF2XITL2102*2,Tolfa,42.029548,11.962146,alpitronic GmbH,HYC_300_22BZ5331B - HYC_300_22BZ5331B,2023,2,9
445586,IT*F2X*EF2XITP4102*1,Vallata,41.064701,15.314212,alpitronic GmbH,HYC_300_22BZ3014B - HYC_300_22BZ3014B,2022,12,52
445586,IT*F2X*EF2XITP4102*2,Vallata,41.064701,15.314212,alpitronic GmbH,HYC_300_22BZ3014B - HYC_300_22BZ3014B,2022,12,52
445589,IT*F2X*EF2XITP4001*1,Vallata,41.066689,15.315982,alpitronic GmbH,HYC_300_22BZ3010B - HYC_300_22BZ3010B,2022,12,52
445589,IT*F2X*EF2XITP4001*2,Vallata,41.066689,15.315982,alpitronic GmbH,HYC_300_22BZ3010B - HYC_300_22BZ3010B,2022,12,52
445590,IT*F2X*EF2XITP4002*1,Vallata,41.066723,15.316047,alpitronic GmbH,HYC_300_22BZ3012B - HYC_300_22BZ3012B,2022,12,52
445590,IT*F2X*EF2XITP4002*2,Vallata,41.066723,15.316047,alpitronic GmbH,HYC_300_22BZ3012B - HYC_300_22BZ3012B,2022,12,52
1013334,IT*F2X*EF2XITCOLMI03*2,Milano,45.46549,9.175346,Unknown,Unknown,0,0,0
1013335,IT*F2X*EF2XITCOLMI04*1,Milano,45.472812,9.155885,Unknown,Unknown,0,0,0
1013335,IT*F2X*EF2XITCOLMI04*2,Milano,45.472812,9.155885,Unknown,Unknown,0,0,0
1013336,IT*F2X*EF2XITCOLMI05*1,Milano,45.472782,9.155957,Unknown,Unknown,0,0,0
1013336,IT*F2X*EF2XITCOLMI05*2,Milano,45.472782,9.155957,Unknown,Unknown,0,0,0
1024987,IT*F2X*EF2XITH3003*1,Cascine Maggio,45.762401,8.810946,Unknown,Unknown,2024,7,30
885209,IT*F2X*EF2XITY3151*1,Casale sul Sile,45.608516,12.29713,EVTEC,23112105 10941.1A - 23112105 10941.1A,2023,6,24
885209,IT*F2X*EF2XITY3151*2,Casale sul Sile,45.608516,12.29713,EVTEC,23112105 10941.1A - 23112105 10941.1A,2023,6,24
885209,IT*F2X*EF2XITY3151*3,Casale sul Sile,45.608516,12.29713,EVTEC,23112105 10941.1A - 23112105 10941.1A,2023,6,24
1013337,IT*F2X*EF2XITCOLMI06*1,Milano,45.472776,9.15579,Unknown,Unknown,0,0,0
1024987,IT*F2X*EF2XITH3003*2,Cascine Maggio,45.762401,8.810946,Unknown,Unknown,2024,7,30
925804,IT*F2X*EF2XITMXPC01*1,Ferno,45.624652,8.711917,alpitronic GmbH,HYC_300_22BZ5317B - HYC_300_22BZ5317B,2023,9,39
925804,IT*F2X*EF2XITMXPC01*2,Ferno,45.624652,8.711917,alpitronic GmbH,HYC_300_22BZ5317B - HYC_300_22BZ5317B,2023,9,39
